ID_Registro,Demanda_Historica_MesAnterior,Precio_Materia_Prima_USD,Capacidad_Almacen_Pct,Indice_Estacionalidad,Ordenes_Pendientes_Clientes,Demanda_Estimada_Unidades
1636,442.0,15.59,86.7,1.33,31,549.0
1637,464.0,18.59,20.9,1.0,21,483.0
1638,534.0,39.39,36.1,1.35,55,627.0
1639,486.0,34.1,34.5,0.96,86,605.0
1640,414.0,29.56,85.7,1.36,112,705.0
1641,497.0,28.22,83.2,1.13,124,765.0
1642,484.0,25.59,55.3,0.96,35,499.0
1643,609.0,15.35,79.9,1.43,98,839.0
1644,519.0,26.63,67.8,1.01,108,748.0
1645,391.0,24.5,35.1,1.3,130,745.0
1646,499.0,23.28,52.9,1.32,74,691.0
1647,596.0,25.11,77.1,0.94,98,745.0
1648,586.0,18.93,39.8,1.01,70,682.0
1649,633.0,31.47,31.7,1.26,53,685.0
1650,487.0,29.94,31.3,1.16,16,482.0
1651,394.0,24.84,31.0,1.22,41,475.0
1652,526.0,18.3,25.1,0.85,109,756.0
1653,298.0,22.85,64.0,0.8,77,493.0
1654,463.0,24.08,45.6,1.34,25,505.0
1655,504.0,17.74,77.6,0.88,81,658.0
1656,619.0,20.24,68.1,1.34,69,722.0
1657,552.0,39.76,30.1,0.81,11,407.0
1658,413.0,18.02,74.5,1.35,73,634.0
1659,310.0,17.73,81.3,1.29,128,715.0
1660,467.0,38.26,42.2,1.2,82,641.0
1661,518.0,32.27,20.6,1.22,96,733.0
1662,389.0,23.73,42.5,1.34,95,664.0
1663,534.0,25.54,93.9,1.21,111,820.0
1664,518.0,27.26,69.2,1.3,97,740.0
1665,616.0,44.84,38.2,0.83,13,520.0
1666,378.0,16.63,56.1,0.8,43,468.0
1667,453.0,35.92,86.0,1.36,127,764.0
1668,530.0,27.02,42.0,1.43,109,791.0
1669,446.0,41.59,52.0,1.45,132,785.0
1670,453.0,20.64,95.0,1.36,96,701.0
1671,564.0,33.88,21.0,1.03,129,837.0
1672,427.0,30.74,93.8,1.2,77,627.0
1673,618.0,27.09,82.0,1.41,72,733.0
1674,486.0,37.08,74.5,0.88,117,698.0
1675,477.0,26.28,32.4,0.9,105,676.0
1676,369.0,42.66,45.2,0.86,91,572.0
1677,416.0,20.32,23.0,1.47,34,556.0
1678,456.0,34.05,43.5,0.93,80,587.0
1679,588.0,22.84,79.3,0.84,29,574.0
1680,488.0,15.67,20.3,1.24,37,586.0
1681,483.0,17.1,69.0,1.04,30,502.0
1682,524.0,34.78,45.3,0.95,59,568.0
1683,600.0,37.85,79.6,1.14,108,791.0
1684,573.0,33.75,83.9,1.13,123,819.0
1685,631.0,32.45,36.8,1.06,121,821.0
1686,629.0,35.92,80.4,1.03,76,696.0
1687,570.0,15.02,63.3,1.49,145,951.0
1688,552.0,28.87,57.4,0.95,64,648.0
1689,534.0,35.05,93.5,1.09,107,742.0
1690,409.0,22.4,41.6,0.83,141,774.0
1691,447.0,23.49,52.0,0.93,102,689.0
1692,462.0,41.42,60.1,0.91,120,684.0
1693,567.0,30.52,23.9,0.96,80,675.0
1694,461.0,30.38,32.9,1.33,120,749.0
1695,514.0,25.48,72.1,1.18,34,543.0
1696,628.0,32.76,22.0,1.5,55,716.0
1697,466.0,39.27,56.4,0.9,91,643.0
1698,472.0,43.58,25.3,1.46,104,725.0
1699,414.0,23.53,59.9,1.48,25,513.0
1700,634.0,19.42,33.9,0.88,104,831.0
1701,606.0,34.88,29.0,1.14,68,715.0
1702,550.0,33.82,35.6,1.43,47,618.0
1703,627.0,30.21,55.3,1.1,88,760.0
1704,524.0,18.95,35.3,1.23,29,579.0
1705,498.0,22.9,22.3,1.09,132,807.0
1706,728.0,39.11,55.7,1.46,24,693.0
1707,539.0,29.85,28.6,1.26,97,755.0
1708,473.0,38.5,71.3,0.88,140,758.0
1709,361.0,33.57,58.4,0.97,102,595.0
1710,552.0,23.23,93.8,1.28,28,586.0
1711,536.0,40.37,32.3,1.21,50,585.0
1712,425.0,34.37,58.4,1.0,94,620.0
1713,587.0,42.68,30.8,1.35,131,867.0
1714,472.0,42.08,31.0,1.38,78,621.0
1715,348.0,40.38,87.4,0.82,141,660.0
1716,579.0,32.43,53.1,1.0,74,669.0
1717,487.0,30.08,54.3,1.22,73,661.0
1718,589.0,17.92,65.2,0.93,63,669.0
1719,474.0,31.45,52.5,1.43,10,476.0
1720,543.0,39.71,53.2,1.42,28,551.0
1721,669.0,39.16,32.2,0.8,133,862.0
1722,464.0,40.48,76.4,1.26,12,441.0
1723,484.0,26.76,53.9,1.41,98,741.0
1724,394.0,31.12,22.6,1.33,106,690.0
1725,617.0,37.01,88.9,1.17,34,587.0
1726,398.0,39.72,77.4,1.3,68,550.0
1727,535.0,33.03,45.6,1.07,79,684.0
1728,531.0,27.29,72.7,0.84,93,695.0
1729,405.0,30.23,32.9,0.98,60,545.0
1730,481.0,17.66,33.5,1.03,89,671.0
1731,371.0,26.36,67.6,1.43,61,555.0
1732,292.0,21.64,68.2,1.45,122,717.0
1733,455.0,22.64,42.5,1.36,19,537.0
1734,360.0,31.44,59.0,1.14,95,594.0
1735,530.0,32.96,93.0,0.97,45,567.0
1736,426.0,26.22,63.2,0.99,124,755.0
1737,373.0,21.97,41.1,1.29,42,511.0
1738,439.0,31.97,32.6,1.04,75,593.0
1739,509.0,34.14,61.0,1.11,28,496.0
1740,519.0,23.15,21.1,1.21,38,542.0
1741,548.0,40.08,63.6,0.99,67,599.0
1742,517.0,31.95,46.0,1.28,16,514.0
1743,382.0,34.11,75.2,0.93,122,667.0
1744,527.0,42.35,77.0,0.87,40,512.0
1745,525.0,22.29,44.5,1.46,23,562.0
1746,314.0,42.31,58.4,1.4,103,591.0
1747,451.0,17.32,32.5,1.29,76,640.0
1748,617.0,44.78,21.7,1.46,70,727.0
1749,443.0,33.73,74.3,1.43,93,668.0
1750,577.0,23.15,26.1,0.99,88,735.0
1751,461.0,37.7,21.5,0.93,11,399.0
1752,603.0,30.4,62.8,0.86,126,818.0
1753,619.0,23.85,57.2,1.09,76,717.0
1754,479.0,42.61,59.0,1.01,22,460.0
1755,423.0,28.37,71.0,1.04,70,566.0
1756,460.0,43.87,37.7,1.37,87,677.0
1757,544.0,23.46,33.7,0.93,141,814.0
1758,495.0,26.69,38.4,1.47,102,743.0
1759,478.0,27.87,33.1,1.35,64,627.0
1760,552.0,19.48,36.9,1.38,104,802.0
1761,507.0,30.49,88.1,0.82,63,596.0
1762,291.0,20.53,72.5,0.92,123,643.0
1763,502.0,37.69,81.3,0.85,100,678.0
1764,506.0,41.46,57.2,1.07,42,532.0
1765,578.0,34.92,30.4,0.86,21,504.0
1766,538.0,41.56,45.6,0.86,10,428.0
1767,440.0,35.1,91.3,1.46,124,783.0
1768,388.0,27.4,71.8,1.42,92,651.0
1769,587.0,20.8,30.7,1.49,135,926.0
1770,588.0,38.84,63.1,1.31,96,782.0
1771,341.0,42.9,80.5,1.15,109,602.0
1772,500.0,20.57,84.3,1.28,49,606.0
1773,581.0,30.29,28.8,1.18,76,713.0
1774,452.0,31.91,31.8,1.17,105,708.0
1775,530.0,34.26,67.4,1.2,74,658.0
1776,302.0,22.82,82.8,1.2,89,598.0
1777,446.0,24.44,69.5,1.42,66,645.0
1778,474.0,32.63,61.8,1.14,20,489.0
1779,511.0,36.84,51.2,1.12,56,560.0
1780,399.0,20.85,78.1,0.83,88,619.0
1781,558.0,33.91,94.2,0.87,33,555.0
1782,479.0,21.13,56.5,1.25,49,571.0
1783,443.0,24.18,72.5,1.1,147,806.0
1784,564.0,15.21,42.6,0.84,149,873.0
1785,489.0,22.34,56.8,1.23,34,545.0
1786,713.0,26.48,53.1,1.42,82,857.0
1787,339.0,21.81,54.2,0.96,45,467.0
1788,506.0,18.5,46.9,0.99,91,731.0
1789,547.0,33.85,39.8,1.02,60,586.0
1790,471.0,30.89,65.0,1.17,121,730.0
1791,578.0,24.49,62.6,1.26,139,917.0
1792,433.0,22.75,42.6,1.14,81,632.0
1793,612.0,27.54,21.6,0.99,29,580.0
1794,492.0,21.2,75.8,1.44,43,589.0
1795,540.0,22.01,64.0,1.35,30,598.0
1796,508.0,25.66,22.4,1.17,117,778.0
1797,628.0,15.31,69.3,1.01,129,886.0
1798,606.0,22.92,52.4,1.22,141,901.0
1799,531.0,28.52,48.4,1.26,61,644.0
1800,538.0,39.5,20.2,1.34,111,774.0
1801,556.0,27.65,73.8,1.41,81,723.0
1802,561.0,16.82,25.4,1.22,16,553.0
1803,425.0,42.78,41.4,1.33,96,636.0
1804,570.0,34.14,22.2,0.98,38,578.0
1805,542.0,32.4,36.5,0.85,18,494.0
1806,489.0,40.51,36.8,1.2,62,588.0
1807,585.0,35.58,43.6,0.94,83,691.0
1808,498.0,26.53,31.9,1.46,107,783.0
1809,633.0,25.12,29.2,0.82,79,708.0
1810,644.0,19.36,51.6,1.2,16,639.0
1811,439.0,35.77,54.4,0.89,63,557.0
1812,384.0,18.28,82.1,1.39,54,553.0
1813,600.0,41.82,37.6,1.25,81,695.0
1814,386.0,26.61,52.8,1.32,112,691.0
1815,544.0,35.73,46.8,0.88,26,501.0
1816,584.0,16.31,84.0,0.81,62,700.0
1817,549.0,28.51,76.0,1.26,144,898.0
1818,612.0,23.83,63.2,1.17,51,684.0
1819,524.0,27.94,25.8,1.13,70,674.0
1820,450.0,29.14,76.7,0.94,94,641.0
1821,476.0,38.65,93.2,1.03,132,756.0
1822,535.0,39.38,45.8,1.31,70,639.0
1823,359.0,36.84,90.4,1.18,110,663.0
1824,418.0,29.12,47.3,0.98,71,578.0
1825,523.0,33.28,72.6,1.02,97,692.0
1826,477.0,31.94,23.3,0.96,142,790.0
1827,525.0,41.88,86.3,1.21,100,719.0
1828,461.0,19.0,35.3,1.04,18,494.0
1829,550.0,32.24,43.7,1.42,11,541.0
1830,467.0,15.63,68.7,0.96,37,509.0
1831,479.0,25.6,28.4,1.26,95,713.0
1832,541.0,39.05,85.1,1.24,74,654.0
1833,623.0,19.98,30.5,1.02,44,655.0
1834,661.0,24.76,60.5,0.97,125,864.0
1835,514.0,16.19,56.7,1.29,115,842.0
1836,526.0,43.13,94.1,1.04,126,778.0
1837,604.0,25.27,94.2,1.21,102,817.0
1838,546.0,40.32,48.1,0.96,32,538.0
1839,521.0,17.53,83.1,1.0,114,769.0
1840,411.0,40.82,59.2,1.34,56,545.0
1841,473.0,24.94,94.1,0.96,90,655.0
1842,415.0,22.33,78.5,0.9,41,478.0
1843,460.0,21.06,84.8,0.87,86,626.0
1844,574.0,28.32,76.2,1.18,43,596.0
1845,393.0,22.83,92.3,0.95,129,706.0
1846,527.0,16.44,25.2,1.17,53,612.0
1847,674.0,35.35,49.4,1.15,10,582.0
1848,555.0,36.11,49.4,1.26,70,680.0
1849,400.0,34.57,58.9,1.26,136,788.0
1850,507.0,16.51,73.0,1.48,22,550.0
1851,543.0,37.88,82.9,0.83,73,619.0
1852,595.0,22.66,36.7,0.91,125,833.0
1853,425.0,33.34,70.4,0.89,18,420.0
1854,565.0,26.61,32.3,1.28,24,560.0
1855,508.0,38.55,67.4,0.94,61,552.0
1856,478.0,23.18,78.6,0.98,14,436.0
1857,407.0,24.28,83.6,1.13,148,785.0
1858,456.0,25.2,55.5,1.19,136,812.0
1859,598.0,33.02,70.4,1.09,18,596.0
1860,562.0,30.63,55.8,1.01,119,798.0
1861,527.0,18.03,77.8,1.21,107,795.0
1862,597.0,39.79,67.7,1.39,54,666.0
1863,539.0,43.9,58.9,1.45,53,612.0
1864,489.0,27.91,77.6,0.8,143,811.0
1865,399.0,44.56,62.6,1.42,58,527.0
1866,487.0,19.82,42.2,0.91,102,717.0
1867,377.0,39.13,35.7,0.91,135,683.0
1868,410.0,39.21,33.5,1.3,71,570.0
1869,608.0,39.48,57.7,1.1,115,787.0
1870,649.0,30.88,24.1,1.26,97,823.0
1871,468.0,16.71,52.6,1.14,101,720.0
1872,521.0,43.21,94.1,1.19,79,667.0
1873,504.0,41.32,56.4,1.11,27,497.0
1874,499.0,32.9,69.8,1.26,17,475.0
1875,533.0,16.81,77.4,1.25,111,784.0
1876,598.0,33.58,58.1,0.84,111,774.0
1877,355.0,30.16,36.9,1.17,36,453.0
1878,500.0,32.18,38.2,1.2,54,590.0
1879,542.0,21.12,46.9,0.9,90,746.0
1880,422.0,16.68,26.3,1.16,143,837.0
1881,556.0,33.51,59.4,1.47,147,939.0
1882,511.0,34.14,44.3,0.92,118,718.0
1883,458.0,33.63,72.0,0.98,77,602.0
1884,731.0,17.08,39.4,1.24,96,903.0
1885,387.0,38.81,39.7,1.38,146,773.0
1886,473.0,44.82,43.0,1.42,135,824.0
1887,457.0,20.2,91.5,1.01,33,500.0
1888,493.0,29.29,47.6,1.47,134,821.0
1889,272.0,18.42,92.2,1.07,105,611.0
1890,548.0,16.0,46.5,1.43,16,576.0
1891,441.0,21.83,73.4,1.42,19,483.0
1892,452.0,41.1,65.9,1.1,59,555.0
1893,534.0,39.11,68.5,1.46,135,866.0
1894,402.0,41.19,74.9,1.19,60,507.0
1895,542.0,18.42,79.2,1.36,57,654.0
1896,581.0,16.85,78.8,1.46,58,700.0
1897,535.0,15.49,72.3,1.11,30,583.0
1898,514.0,30.63,53.9,1.44,113,804.0
1899,416.0,22.2,47.3,0.98,12,403.0
1900,508.0,37.57,85.3,1.42,25,535.0
1901,492.0,43.57,72.7,1.36,52,565.0
1902,549.0,31.34,88.6,1.16,41,576.0
1903,540.0,18.53,46.7,1.15,10,477.0
1904,443.0,17.03,72.1,1.39,73,657.0
1905,577.0,24.73,47.9,1.07,110,813.0
1906,546.0,21.83,85.0,1.31,32,621.0
1907,397.0,39.86,54.7,1.36,44,512.0
1908,411.0,20.53,50.7,1.2,116,687.0
1909,545.0,34.98,80.3,1.35,112,807.0
1910,586.0,26.29,88.3,1.32,131,891.0
1911,519.0,40.89,83.8,1.49,54,606.0
1912,601.0,19.49,33.6,1.17,23,577.0
1913,486.0,22.31,36.3,1.33,144,885.0
1914,490.0,32.57,88.5,0.91,101,690.0
1915,494.0,42.98,72.5,1.29,141,838.0
1916,553.0,31.02,40.2,1.36,40,590.0
1917,526.0,23.47,20.5,0.99,101,712.0
1918,519.0,43.36,43.5,0.99,134,805.0
1919,678.0,19.49,84.6,1.26,110,891.0
1920,606.0,18.96,24.9,0.91,70,714.0
1921,519.0,30.42,79.2,1.11,111,749.0
1922,374.0,28.32,33.5,1.27,97,636.0
1923,507.0,33.85,27.6,1.34,117,768.0
1924,527.0,21.02,69.4,0.84,60,597.0
1925,518.0,28.48,80.0,0.93,66,601.0
1926,515.0,21.27,34.7,1.31,132,857.0
1927,598.0,39.58,86.5,1.27,73,699.0
1928,639.0,34.64,51.6,1.17,110,828.0
1929,459.0,20.03,51.2,0.95,138,801.0
1930,541.0,29.65,93.3,0.81,122,759.0
1931,511.0,41.78,89.9,1.49,24,526.0
1932,492.0,27.71,47.1,0.85,61,542.0
1933,451.0,39.44,70.7,1.3,146,818.0
1934,547.0,19.44,29.2,0.95,93,750.0
1935,304.0,31.07,54.1,0.98,34,400.0
1936,481.0,40.11,54.2,1.44,125,806.0
1937,437.0,28.59,88.5,1.17,148,833.0
1938,549.0,41.19,33.1,1.23,146,858.0
1939,464.0,22.16,49.9,1.31,45,601.0
1940,236.0,22.32,36.1,1.09,39,395.0
1941,355.0,36.31,82.6,1.36,19,405.0
1942,547.0,15.19,78.0,1.14,38,602.0
1943,657.0,34.43,49.9,1.14,18,593.0
1944,648.0,15.95,56.3,0.83,107,812.0
1945,534.0,21.72,80.6,1.2,96,764.0
1946,560.0,32.42,84.3,1.0,93,711.0
1947,547.0,26.96,49.6,1.27,99,769.0
1948,512.0,17.7,94.3,0.9,138,820.0
1949,462.0,39.64,38.0,1.02,119,674.0
1950,451.0,42.12,52.1,1.37,60,571.0
1951,460.0,38.11,24.1,0.91,95,628.0
1952,424.0,35.29,27.1,0.81,129,687.0
1953,367.0,35.77,73.5,0.94,49,463.0
1954,397.0,43.4,24.3,1.33,100,636.0
1955,437.0,18.14,91.0,1.11,120,760.0
1956,344.0,23.68,67.1,1.21,69,578.0
1957,456.0,33.15,63.2,1.23,31,508.0
1958,585.0,16.8,61.6,1.19,21,598.0
1959,672.0,42.3,80.9,1.09,45,628.0
1960,470.0,34.92,70.2,0.81,10,438.0
1961,463.0,20.68,54.9,0.81,18,449.0
1962,655.0,40.88,30.1,0.91,18,570.0
1963,526.0,15.44,77.3,0.96,110,775.0
1964,365.0,40.78,91.0,1.0,93,547.0
1965,467.0,39.19,60.2,1.11,17,410.0
1966,548.0,17.41,73.1,1.42,27,598.0
1967,496.0,42.22,36.5,1.12,68,579.0
1968,338.0,44.72,29.2,0.92,59,457.0
1969,452.0,22.02,33.7,1.35,109,750.0
1970,604.0,25.89,81.8,1.46,70,750.0
1971,598.0,18.89,34.4,1.05,17,570.0
1972,492.0,20.54,56.4,1.38,12,512.0
1973,504.0,21.58,50.5,1.02,35,539.0
1974,571.0,35.48,67.5,1.47,25,568.0
1975,512.0,40.57,68.6,1.38,137,857.0
1976,633.0,23.19,59.4,1.36,120,905.0
1977,466.0,15.45,57.2,1.27,43,563.0
1978,495.0,38.95,52.2,1.28,141,818.0
1979,534.0,25.51,94.1,1.24,106,779.0
1980,585.0,15.59,51.3,0.89,15,537.0
1981,467.0,39.28,66.4,1.01,147,758.0
1982,479.0,35.34,55.9,1.12,137,803.0
1983,460.0,15.9,43.9,1.38,24,557.0
1984,539.0,34.83,52.4,1.19,122,780.0
1985,460.0,24.84,59.9,1.05,17,446.0
1986,393.0,32.27,86.4,1.31,119,697.0
1987,655.0,21.98,91.1,1.1,62,725.0
1988,460.0,33.09,24.1,1.35,80,654.0
1989,499.0,32.52,83.5,1.33,52,603.0
1990,615.0,43.55,39.1,0.89,87,667.0
1991,541.0,16.53,80.1,0.81,102,770.0
1992,678.0,30.34,20.1,0.98,64,710.0
1993,517.0,40.44,59.5,1.22,57,597.0
1994,472.0,21.95,45.7,0.83,59,582.0
1995,532.0,25.48,69.2,1.17,10,476.0
1996,446.0,30.04,71.3,1.4,115,744.0
1997,510.0,19.03,93.7,0.99,135,808.0
1998,543.0,44.92,43.1,1.13,80,653.0
1999,493.0,28.22,55.2,1.06,73,640.0
2000,516.0,30.76,56.0,1.21,131,825.0
2001,453.0,27.17,82.5,1.49,131,783.0
2002,405.0,15.37,77.5,1.02,54,533.0
2003,417.0,26.04,50.5,1.48,53,577.0
2004,632.0,26.49,22.6,1.37,134,930.0
2005,599.0,15.48,79.9,0.85,89,753.0
2006,473.0,44.36,81.0,1.07,107,675.0
2007,581.0,17.48,74.0,1.1,45,653.0
2008,377.0,30.13,82.3,0.97,51,493.0
2009,551.0,32.54,41.0,1.33,39,606.0
2010,280.0,41.35,31.6,1.09,127,614.0
2011,502.0,37.15,48.7,1.09,91,679.0
2012,422.0,41.76,42.7,1.17,141,761.0
2013,451.0,27.38,82.2,1.31,113,764.0
2014,643.0,43.55,24.0,1.05,124,824.0
2015,580.0,27.31,31.9,1.0,140,869.0
2016,601.0,44.52,29.6,1.44,24,570.0
2017,512.0,27.7,74.0,0.9,128,784.0
2018,485.0,27.15,31.7,1.33,135,819.0
2019,595.0,36.36,82.0,1.31,97,771.0
2020,372.0,32.21,24.9,1.46,137,777.0
2021,621.0,35.78,86.2,0.87,101,754.0
2022,677.0,25.7,53.4,1.42,145,994.0
2023,583.0,15.41,52.5,1.15,31,619.0
2024,445.0,29.04,76.0,1.45,90,698.0
2025,541.0,25.26,29.8,0.99,21,472.0
2026,595.0,32.78,84.3,1.34,114,837.0
2027,515.0,36.91,50.1,1.25,54,588.0
2028,566.0,29.5,45.2,1.02,33,579.0
2029,424.0,37.74,70.4,0.99,92,613.0
2030,509.0,19.86,37.0,1.05,58,611.0
2031,551.0,42.61,53.9,0.89,133,821.0
2032,306.0,18.8,74.8,1.3,30,450.0
2033,568.0,27.62,58.0,1.0,51,614.0
2034,632.0,35.89,20.0,1.32,45,644.0
2035,414.0,29.09,89.7,1.4,26,469.0
2036,633.0,26.39,39.0,1.3,76,759.0
2037,526.0,28.55,61.3,1.23,116,793.0
2038,578.0,38.67,67.8,0.99,102,741.0
2039,537.0,33.12,32.6,0.84,127,784.0
2040,488.0,43.19,83.4,1.29,118,739.0
2041,435.0,21.84,85.2,1.24,25,516.0
2042,556.0,18.27,40.5,1.05,31,561.0
2043,409.0,21.59,34.5,1.04,141,771.0
2044,564.0,36.64,61.0,0.81,28,501.0
2045,526.0,29.66,94.0,1.4,95,726.0
2046,610.0,27.16,62.2,1.1,50,656.0
2047,411.0,19.61,49.5,1.14,24,449.0
2048,467.0,44.76,89.8,1.27,93,675.0
2049,575.0,44.36,86.0,0.99,117,765.0
2050,487.0,27.89,31.2,1.34,73,665.0
2051,602.0,25.48,39.3,1.32,37,627.0
2052,491.0,24.24,49.9,1.21,84,673.0
2053,473.0,35.35,22.5,1.1,41,518.0
2054,433.0,37.19,55.8,1.43,21,451.0
2055,413.0,26.28,80.1,0.9,119,706.0
2056,357.0,44.3,69.1,0.83,143,676.0
2057,499.0,43.83,81.3,1.13,118,733.0
2058,462.0,16.79,59.3,0.86,81,643.0
2059,543.0,27.54,35.5,0.87,134,836.0
2060,318.0,40.21,64.0,1.32,124,668.0
2061,597.0,16.62,73.3,1.12,26,594.0
2062,544.0,36.02,40.5,1.24,107,745.0
2063,503.0,15.46,51.8,1.2,81,703.0
2064,480.0,21.61,59.6,0.85,139,787.0
2065,440.0,25.79,87.2,1.11,110,719.0
2066,700.0,17.08,35.3,0.86,47,663.0
2067,503.0,35.61,43.6,1.49,115,779.0
2068,520.0,30.09,56.4,1.4,44,598.0
2069,655.0,30.06,67.5,1.02,62,688.0
2070,538.0,18.4,63.3,1.1,104,763.0
2071,530.0,35.98,41.0,1.11,32,503.0
2072,456.0,32.17,32.2,1.09,14,437.0
2073,733.0,25.39,91.9,1.17,105,893.0
2074,433.0,40.44,37.3,1.32,36,488.0
2075,558.0,25.47,69.4,0.98,46,587.0
2076,540.0,34.4,72.9,1.22,103,746.0
2077,537.0,33.8,38.4,0.88,107,692.0
2078,514.0,36.76,27.9,1.32,58,617.0
2079,511.0,19.77,42.1,1.03,24,508.0
2080,309.0,30.44,88.4,0.9,72,477.0
2081,447.0,29.35,90.7,0.9,99,656.0
2082,560.0,32.86,86.0,1.05,97,764.0
2083,502.0,39.2,71.2,1.35,88,692.0
2084,506.0,37.4,90.4,0.89,79,630.0
2085,489.0,43.57,76.1,1.31,10,453.0
2086,569.0,30.33,93.9,0.84,13,480.0
2087,470.0,27.07,93.7,1.1,99,713.0
2088,427.0,27.66,88.0,0.8,123,703.0
2089,506.0,40.56,24.3,1.3,136,794.0
2090,379.0,35.54,23.1,1.31,110,697.0
2091,489.0,35.33,90.2,0.95,39,511.0
2092,449.0,27.51,34.1,1.29,108,716.0
2093,542.0,16.49,41.7,1.19,94,765.0
2094,581.0,43.99,58.9,1.06,85,673.0
2095,495.0,28.15,48.8,1.18,49,588.0
2096,467.0,43.81,25.1,1.17,32,494.0
2097,561.0,24.04,53.6,0.96,121,814.0
2098,445.0,32.54,36.2,1.39,28,520.0
2099,569.0,21.75,50.0,1.42,74,743.0
2100,492.0,42.6,33.1,1.48,83,669.0
2101,396.0,20.92,37.2,1.29,33,495.0
2102,480.0,37.05,32.2,1.31,27,470.0
2103,485.0,44.94,57.6,1.06,115,714.0
2104,586.0,21.39,70.3,1.38,116,842.0
2105,608.0,25.6,40.5,0.96,139,855.0
2106,420.0,23.76,48.3,0.91,57,533.0
2107,491.0,43.3,89.8,1.17,67,595.0
2108,543.0,31.45,33.5,1.37,115,801.0
2109,467.0,40.03,38.2,1.41,73,613.0
2110,554.0,41.81,52.1,1.14,100,700.0
2111,497.0,33.99,60.1,1.28,112,764.0
2112,574.0,32.66,82.4,1.33,30,604.0
2113,423.0,22.58,93.9,1.25,48,553.0
2114,396.0,29.68,76.5,1.47,85,677.0
2115,586.0,23.61,68.3,1.31,23,598.0
2116,583.0,24.56,67.7,0.84,29,550.0
2117,550.0,21.9,50.2,1.45,144,928.0
2118,477.0,20.12,84.3,1.36,10,493.0
2119,506.0,16.23,49.3,0.98,34,561.0
2120,468.0,24.2,63.9,0.91,71,587.0
2121,558.0,25.96,84.0,1.38,38,627.0
2122,460.0,28.72,26.8,1.15,45,508.0
2123,504.0,20.18,45.8,0.86,139,810.0
2124,435.0,35.74,48.0,1.22,71,599.0
2125,589.0,42.75,90.4,1.33,31,560.0
2126,510.0,23.97,65.7,1.0,99,739.0
2127,434.0,20.1,20.7,1.28,59,564.0
2128,564.0,43.32,84.3,1.15,46,579.0
2129,379.0,15.65,39.4,1.09,60,559.0
2130,579.0,43.59,88.4,1.34,135,867.0
2131,477.0,35.65,28.6,0.95,40,486.0
2132,420.0,35.49,80.4,0.97,15,400.0
2133,650.0,25.48,89.6,0.98,15,578.0
2134,510.0,39.99,41.1,0.83,77,601.0
2135,584.0,36.29,65.3,0.86,77,651.0
2136,448.0,33.43,48.9,0.92,133,739.0
2137,515.0,24.56,27.6,1.1,101,705.0
2138,488.0,43.03,32.1,1.31,136,789.0
2139,502.0,41.73,93.2,1.32,42,557.0
2140,537.0,25.24,69.8,1.42,145,877.0
2141,475.0,39.76,55.9,1.31,140,842.0
2142,445.0,21.45,73.8,1.21,53,574.0
2143,562.0,21.6,22.3,1.23,42,619.0
2144,600.0,20.78,45.0,0.89,46,639.0
2145,467.0,21.46,57.7,1.25,106,744.0
2146,505.0,32.26,73.1,0.91,104,701.0
2147,472.0,33.93,25.8,1.33,18,497.0
2148,411.0,18.49,27.1,1.26,141,819.0
2149,469.0,32.78,52.4,1.26,25,495.0
2150,514.0,31.16,33.5,1.43,66,647.0
2151,605.0,20.11,88.4,0.97,126,872.0
2152,418.0,17.23,35.7,1.03,38,503.0
2153,270.0,40.03,30.4,1.29,32,370.0
2154,515.0,16.61,51.1,0.81,115,765.0
2155,394.0,33.42,40.3,1.07,86,587.0
2156,362.0,39.3,90.4,0.91,79,500.0
2157,493.0,27.05,23.3,1.37,92,726.0
2158,527.0,39.46,39.1,1.04,52,552.0
2159,580.0,39.85,32.5,1.17,78,673.0
2160,459.0,23.26,24.0,1.25,60,590.0
2161,410.0,18.56,94.4,1.15,90,664.0
2162,484.0,18.8,78.6,0.88,60,597.0
2163,559.0,37.97,57.3,1.17,48,614.0
2164,410.0,37.43,92.9,1.29,54,552.0
2165,523.0,29.82,47.9,1.36,22,543.0
2166,603.0,23.16,44.6,0.89,118,835.0
2167,587.0,35.01,50.8,1.09,119,801.0
2168,601.0,18.72,82.3,1.11,32,623.0
2169,526.0,24.4,21.5,1.47,68,704.0
2170,511.0,36.88,53.0,1.2,144,832.0
2171,497.0,15.43,88.1,1.18,37,574.0
2172,553.0,40.57,93.9,1.29,146,879.0
2173,555.0,28.47,22.8,1.4,38,611.0
2174,398.0,33.47,42.9,1.46,128,746.0
2175,370.0,24.81,71.3,1.11,107,660.0
2176,520.0,25.78,28.5,1.4,24,580.0
2177,539.0,16.52,30.6,0.97,19,533.0
2178,439.0,16.07,36.9,0.83,102,690.0
2179,534.0,18.74,41.3,0.97,19,529.0
2180,394.0,18.2,71.0,1.31,65,586.0
2181,489.0,16.06,81.4,1.11,67,625.0
2182,512.0,21.12,74.7,1.09,118,824.0
2183,553.0,21.66,51.3,1.28,69,689.0
2184,404.0,25.25,53.3,0.83,133,722.0
2185,422.0,33.28,61.1,1.34,64,593.0
2186,669.0,26.69,45.8,1.13,68,766.0
2187,485.0,20.15,46.6,0.89,14,476.0
2188,513.0,33.21,23.9,0.84,133,756.0
2189,617.0,20.56,41.9,1.31,29,617.0
2190,610.0,18.38,73.3,1.08,13,560.0
2191,307.0,43.36,53.3,1.48,145,726.0
