ID_Proceso,Presion_Hidraulica_Bar,Vibracion_Husillo_mm_s,Temperatura_Refrigerante_C,Piezas_Procesadas_Herramienta,Velocidad_Corte_RPM,Desgaste_Herramienta_Micras
1665,142.3,5.21,41.1,1180,2129,122.81
1666,134.2,4.87,52.2,197,2598,84.31
1667,163.0,0.6,51.9,1878,1719,116.02
1668,169.6,1.1,38.0,1721,2877,113.52
1669,159.5,5.78,49.7,448,2292,98.82
1670,139.9,4.13,35.7,743,2017,88.92
1671,167.2,5.42,53.0,1227,2174,128.98
1672,146.3,2.56,50.3,571,1826,75.81
1673,145.3,2.8,44.9,904,2868,102.58
1674,153.1,0.89,54.5,1555,2781,118.84
1675,138.6,1.0,35.3,1352,3154,105.01
1676,151.0,1.3,38.2,1734,2314,120.46
1677,133.6,2.43,36.3,1586,1250,109.7
1678,142.9,5.17,43.4,1080,1669,117.04
1679,147.0,3.66,50.7,1677,2799,134.49
1680,131.5,4.07,45.6,1871,2498,147.99
1681,128.4,0.66,31.8,558,1486,63.95
1682,139.4,5.7,45.2,563,2434,106.45
1683,159.1,3.28,32.3,1240,2987,109.35
1684,149.4,0.67,35.7,606,1456,51.89
1685,153.0,3.95,51.2,1076,2039,107.55
1686,144.4,0.6,39.2,307,2697,49.01
1687,145.2,5.24,40.6,1578,1227,138.73
1688,140.9,5.38,45.7,1974,2863,179.07
1689,115.7,2.36,51.0,1374,3059,120.21
1690,135.8,1.07,61.3,917,3224,89.64
1691,140.2,5.68,44.1,1105,3213,140.39
1692,150.6,4.52,50.4,1648,2567,143.84
1693,156.7,5.95,44.9,1571,2436,148.79
1694,159.7,0.64,35.9,1298,2569,93.09
1695,162.9,1.71,28.4,1103,1347,80.68
1696,169.1,1.41,51.3,366,2784,67.33
1697,136.5,5.35,34.4,1008,2630,119.23
1698,143.4,0.67,41.6,398,1219,49.01
1699,152.7,1.14,45.2,146,2951,55.16
1700,128.3,1.12,49.9,1625,2155,124.94
1701,145.8,3.32,41.3,1571,2805,130.9
1702,143.8,1.67,32.5,1582,1660,108.57
1703,148.2,2.47,56.8,1004,3426,115.6
1704,143.9,4.1,56.6,1865,1636,145.39
1705,150.8,3.63,37.0,560,3236,94.97
1706,135.0,3.84,52.3,61,2009,68.45
1707,143.5,4.93,45.1,1002,3456,128.49
1708,167.7,4.02,55.2,852,3033,120.29
1709,152.2,4.26,40.9,552,1443,84.51
1710,119.3,5.92,38.3,1059,2876,133.96
1711,139.8,1.07,54.3,1410,2822,108.09
1712,145.1,4.49,35.8,1720,1963,145.92
1713,152.2,4.27,56.7,974,1980,109.85
1714,148.8,4.26,43.6,179,1733,65.95
1715,167.2,3.43,46.9,1842,1774,140.26
1716,178.8,3.85,45.6,1718,2608,143.5
1717,139.0,2.29,45.3,1334,1672,109.33
1718,114.7,5.9,47.2,665,3060,113.06
1719,147.3,5.85,31.2,1046,1353,112.72
1720,151.6,3.4,32.3,1943,2761,142.49
1721,138.6,1.31,35.5,1021,1836,81.1
1722,133.9,0.72,45.0,229,3387,57.62
1723,155.6,3.35,58.0,1387,2359,124.17
1724,152.4,4.82,41.6,477,2197,93.12
1725,136.5,4.99,34.1,757,1459,93.55
1726,151.7,4.98,50.4,1732,2707,161.0
1727,120.2,1.13,36.5,1732,3096,128.55
1728,151.9,5.08,49.0,763,2972,111.39
1729,149.8,2.32,48.1,392,1907,66.4
1730,178.3,5.37,55.4,671,2286,108.13
1731,128.5,4.45,49.3,361,2141,84.78
1732,137.1,3.27,45.1,1933,2263,144.38
1733,132.7,1.78,56.7,1719,2416,127.03
1734,172.9,2.34,48.8,1914,1514,135.19
1735,146.9,2.73,43.5,682,1551,81.78
1736,138.7,1.23,47.5,1905,2377,128.02
1737,160.5,1.41,43.8,634,1566,66.57
1738,114.5,3.17,43.0,1744,1239,127.55
1739,149.3,2.39,39.9,1893,1603,131.88
1740,117.7,4.77,48.8,307,3046,98.35
1741,157.6,4.78,42.3,455,2186,91.62
1742,177.5,5.6,45.3,419,2745,99.38
1743,166.5,3.86,53.9,56,1516,64.02
1744,133.8,4.66,38.4,1561,2721,145.27
1745,146.4,5.72,38.9,325,2735,86.55
1746,153.7,5.73,39.6,422,2250,93.14
1747,152.4,1.34,37.2,1866,2646,127.51
1748,164.2,0.77,50.9,1784,1860,120.18
1749,155.3,0.5,39.1,154,2670,42.33
1750,164.3,4.77,44.6,138,2211,80.64
1751,145.2,0.55,40.9,1632,3059,113.27
1752,142.7,1.74,57.6,321,1505,53.65
1753,150.5,4.27,41.3,597,3126,99.62
1754,162.3,3.24,51.0,74,2593,67.36
1755,131.1,5.28,50.7,1012,1898,123.54
1756,165.5,2.48,38.5,1039,2687,101.62
1757,118.7,4.09,57.6,557,1981,100.54
1758,152.3,4.29,52.4,1325,3465,139.21
1759,154.8,2.26,47.3,724,3238,93.97
1760,154.5,3.22,40.8,716,1830,80.13
1761,157.4,1.0,30.0,1513,3229,104.82
1762,142.8,1.19,49.5,121,2940,54.47
1763,163.2,2.62,47.2,1778,3343,140.25
1764,151.8,4.34,45.6,1981,2190,154.7
1765,140.5,5.35,68.7,139,1362,84.52
1766,145.9,2.27,46.8,937,2752,88.78
1767,151.4,2.85,61.7,987,2149,102.03
1768,161.6,4.53,44.1,1216,2586,125.75
1769,161.1,3.04,43.8,1772,2845,134.49
1770,155.5,0.83,52.8,1361,1683,91.52
1771,155.4,1.84,49.3,599,3268,83.25
1772,147.2,0.6,43.9,1066,1680,74.66
1773,162.4,3.15,51.3,1192,1631,102.77
1774,141.0,3.6,42.8,1434,3489,127.74
1775,132.0,3.08,35.9,524,1747,76.48
1776,161.9,5.85,34.3,556,1263,88.49
1777,171.0,5.29,57.3,935,1936,116.17
1778,161.7,1.96,47.4,229,3489,71.9
1779,170.7,0.93,40.9,862,3285,80.56
1780,149.5,1.53,45.8,1723,2801,121.97
1781,133.0,2.25,52.1,546,2133,70.68
1782,146.9,2.87,35.5,530,1252,66.59
1783,169.6,3.88,49.3,560,2476,93.94
1784,147.3,2.46,42.0,870,2845,90.1
1785,147.4,4.97,47.1,1257,3271,136.0
1786,135.0,3.54,41.2,932,2135,99.76
1787,131.2,3.08,49.5,1701,1486,133.4
1788,155.1,5.85,42.9,168,2480,91.11
1789,172.2,1.55,30.1,1730,2960,117.72
1790,151.4,3.41,40.3,234,2500,72.24
1791,130.7,3.38,44.7,818,2121,91.8
1792,154.0,1.5,32.1,1777,3176,133.2
1793,139.5,4.89,31.5,1594,2899,144.48
1794,151.7,3.19,45.5,1476,1654,116.29
1795,170.0,2.04,57.6,853,3442,100.45
1796,144.1,3.52,27.7,339,1216,62.61
1797,146.4,1.11,54.5,1736,1839,119.07
1798,153.2,3.85,46.7,1345,2297,126.22
1799,131.8,4.93,51.6,1950,1966,163.65
1800,137.0,5.43,44.6,243,2941,91.66
1801,162.8,0.79,31.7,1105,1271,71.38
1802,169.3,3.91,49.1,1192,1641,111.56
1803,145.7,5.85,35.4,1837,3454,178.9
1804,130.3,3.08,54.2,692,1587,91.58
1805,145.5,4.7,37.3,1011,2905,122.57
1806,157.4,3.2,41.0,634,2706,92.66
1807,138.0,5.49,44.4,1355,1695,132.95
1808,175.9,0.87,50.6,645,2533,79.97
1809,137.5,4.03,40.3,1121,3024,119.45
1810,162.1,1.6,62.0,1715,2445,131.15
1811,138.0,1.05,49.1,230,2270,51.03
1812,182.1,0.99,38.1,1968,2257,124.81
1813,127.9,4.29,36.5,346,3053,78.37
1814,136.3,3.01,49.4,519,3276,90.06
1815,157.2,4.66,43.8,650,2435,99.5
1816,149.6,2.41,47.1,1699,3417,131.16
1817,120.1,5.48,51.1,1021,2794,132.36
1818,123.0,3.5,25.0,1769,1964,136.88
1819,154.7,2.57,42.6,504,3308,89.6
1820,148.3,2.62,42.0,1304,2298,111.56
1821,146.1,5.6,58.3,180,1873,80.91
1822,128.9,0.69,46.1,1681,1775,114.72
1823,148.1,3.16,36.9,1042,2899,108.57
1824,127.6,5.71,53.0,1174,3049,139.41
1825,126.7,2.03,47.3,1478,2046,113.92
1826,136.5,2.97,49.4,1729,2885,141.82
1827,151.1,2.65,50.1,1094,1609,102.19
1828,172.0,3.72,57.0,939,2176,103.23
1829,124.9,3.18,44.2,317,1290,64.14
1830,151.6,3.85,41.5,976,2684,112.11
1831,140.8,3.18,32.2,1180,2486,101.96
1832,132.2,4.99,36.9,1959,3327,168.01
1833,148.2,5.46,55.2,1952,3337,181.74
1834,147.8,5.45,39.0,810,3433,119.76
1835,168.0,5.53,50.3,1440,1838,141.95
1836,160.5,3.25,37.2,1082,2892,108.83
1837,148.5,1.46,42.7,246,1915,52.52
1838,136.4,0.86,55.0,448,1712,61.97
1839,161.4,1.6,34.2,316,2049,50.74
1840,161.2,3.56,40.8,1568,2160,124.39
1841,147.4,0.85,37.3,1093,2701,90.0
1842,117.1,4.26,38.4,383,2864,93.65
1843,168.5,3.82,46.3,886,1748,99.47
1844,139.6,3.87,30.3,95,2059,59.73
1845,152.4,1.22,33.8,1269,1392,88.88
1846,157.3,4.27,44.4,738,2268,106.67
1847,152.0,5.82,43.2,1783,1938,152.72
1848,155.6,2.57,39.4,1838,2111,133.1
1849,146.7,3.81,58.7,1606,1510,127.23
1850,155.9,5.7,46.5,357,2218,98.32
1851,136.0,2.02,47.5,337,2082,55.07
1852,172.4,4.69,56.2,463,1401,87.24
1853,159.8,1.15,47.5,1797,1734,115.6
1854,154.1,1.91,37.1,1950,2107,122.56
1855,122.5,3.67,49.1,288,2953,82.03
1856,139.2,3.15,42.9,745,3276,94.92
1857,141.7,3.43,46.4,1631,3130,146.43
1858,153.9,1.65,25.8,1447,1547,96.74
1859,167.2,1.38,30.5,548,2930,71.54
1860,161.2,0.65,44.2,1775,1262,109.1
1861,138.2,4.52,41.2,1367,2194,127.96
1862,147.8,3.7,50.1,1768,2780,147.73
1863,123.7,1.73,49.3,1514,3079,122.72
1864,159.5,5.48,59.9,302,2530,94.18
1865,170.0,3.79,37.1,570,2762,81.9
1866,154.4,0.56,41.4,1092,2134,85.67
1867,165.7,5.05,63.4,1913,2476,171.79
1868,159.2,1.44,46.8,1064,2397,90.15
1869,128.8,1.92,50.8,1966,1683,131.38
1870,128.3,3.3,37.6,1232,3234,123.14
1871,160.3,2.11,45.2,1701,2258,125.52
1872,159.8,0.56,41.5,191,2605,47.77
1873,187.7,3.13,56.0,644,1492,80.92
1874,139.5,0.69,44.8,1753,1403,107.21
1875,158.7,1.54,33.8,666,2687,76.08
1876,151.1,0.82,44.9,1846,1852,113.7
1877,169.4,5.1,56.5,302,3363,97.28
1878,149.7,3.92,46.1,1549,1857,124.18
1879,137.8,2.53,35.1,319,3400,69.86
1880,160.6,1.0,47.2,1047,2317,89.18
1881,168.9,1.98,43.3,1525,3061,117.26
1882,161.7,0.78,31.8,1722,3016,117.75
1883,148.4,3.45,47.1,1328,1678,126.46
1884,146.3,5.51,44.6,378,2084,88.83
1885,148.4,1.62,31.5,1567,2291,107.76
1886,142.8,2.19,39.8,1393,3046,117.06
1887,141.0,4.28,36.7,915,2012,106.89
1888,156.5,5.28,46.6,1405,1768,137.25
1889,174.6,4.92,51.1,242,2866,86.15
1890,163.5,5.23,48.6,504,2119,97.05
1891,152.1,2.28,41.0,1126,1853,95.38
1892,158.8,1.63,50.0,1831,3051,136.67
1893,145.3,4.85,50.4,635,2331,102.15
1894,170.7,2.37,61.8,662,1881,81.95
1895,157.3,1.08,51.0,851,3413,87.13
1896,122.7,0.55,51.9,1445,1961,104.11
1897,134.7,2.42,47.6,1698,2893,140.68
1898,149.9,2.97,25.0,1146,2703,106.6
1899,136.6,1.21,44.7,1573,2851,118.56
1900,152.4,0.68,48.2,684,1844,62.38
1901,135.7,2.47,54.9,1288,1432,108.87
1902,134.7,2.05,32.1,1473,1488,105.79
1903,151.3,1.2,38.5,917,1963,80.99
1904,171.2,5.2,53.6,1308,2923,136.34
1905,157.1,5.75,42.1,82,2856,89.13
1906,151.7,2.73,54.1,430,1628,64.73
1907,157.0,5.01,55.8,881,3243,125.6
1908,156.3,3.5,43.5,228,2768,74.59
1909,138.1,3.92,46.9,550,1452,88.14
1910,172.5,2.05,37.6,1435,3430,117.01
1911,137.6,2.07,53.1,443,1824,69.19
1912,126.2,2.9,43.8,923,2690,98.5
1913,159.6,0.63,48.5,1829,2362,118.72
1914,154.4,4.27,40.6,1283,2250,123.42
1915,177.3,0.89,57.5,991,3136,92.61
1916,130.1,4.47,40.0,673,1900,93.16
1917,116.1,2.66,49.0,97,1351,53.71
1918,137.6,2.36,43.6,1289,1786,101.12
1919,136.5,5.91,65.8,1351,2870,152.81
1920,138.5,2.89,48.1,157,1967,63.83
1921,158.2,3.27,50.7,1826,3281,151.5
1922,144.6,3.76,42.2,114,1638,64.16
1923,170.5,2.16,38.6,654,3355,78.86
1924,153.6,0.97,34.5,1452,3476,106.84
1925,156.5,4.94,27.7,1624,3321,137.68
1926,148.3,5.56,25.0,1711,1524,136.88
1927,160.8,1.65,51.1,1903,2728,137.31
1928,115.6,1.49,45.3,1244,2640,112.41
1929,148.9,5.42,48.3,1837,3449,168.81
1930,144.7,2.45,36.2,1574,3154,131.33
1931,150.3,1.0,37.3,1681,1675,106.59
1932,161.7,2.59,40.6,268,2070,58.76
1933,171.6,3.61,33.4,1229,2639,112.06
1934,144.2,3.14,43.0,1298,2597,115.93
1935,141.2,2.93,52.6,638,3288,94.62
1936,153.8,1.05,63.1,1702,1416,111.76
1937,172.6,0.77,52.6,556,1454,57.83
1938,156.6,3.0,44.6,1165,2896,111.86
1939,146.9,4.07,49.4,1584,1440,125.83
1940,166.0,1.13,34.4,1506,2656,104.47
1941,139.7,0.86,38.3,1920,2543,121.14
1942,143.8,5.62,40.6,1111,1727,125.81
1943,163.6,1.67,43.2,1972,1701,129.92
1944,128.4,3.6,49.9,1611,1520,127.72
1945,108.4,0.8,43.7,1424,2002,106.89
1946,144.4,1.51,44.5,556,3234,80.84
1947,135.1,2.64,39.6,55,3118,57.32
1948,150.0,0.82,56.8,536,1747,66.37
1949,171.1,0.98,48.0,1815,1234,115.7
1950,140.2,2.75,33.5,1082,1482,92.41
1951,140.9,0.66,42.3,1269,2700,101.67
1952,137.9,5.33,45.3,1568,2397,146.2
1953,163.7,0.97,37.4,1514,2653,104.45
1954,124.9,3.18,52.0,966,2102,113.67
1955,160.2,5.85,50.0,877,2861,127.78
1956,144.1,2.13,42.3,407,3309,72.63
1957,170.9,2.3,50.2,183,2674,58.18
1958,133.0,0.92,44.5,640,1355,59.66
1959,147.6,2.47,55.0,62,2860,61.43
1960,159.1,0.66,49.6,299,3388,56.67
1961,155.5,1.66,46.8,560,1651,66.8
1962,139.7,1.35,43.9,95,2086,43.63
1963,149.7,6.0,44.5,1504,2557,150.73
1964,132.2,4.25,35.9,1802,2978,158.91
1965,176.9,5.96,59.4,1359,1528,148.0
1966,159.3,1.91,48.3,1736,3417,140.1
1967,156.5,1.23,38.4,275,2672,53.39
1968,149.8,5.76,55.4,1050,1642,123.77
1969,102.9,5.09,37.8,85,1866,66.73
1970,161.4,2.68,34.0,1268,1819,104.41
1971,153.4,2.68,51.4,1647,2242,118.24
1972,172.7,5.32,50.4,1909,2948,164.18
1973,153.7,2.16,50.7,550,2130,78.63
1974,152.2,3.29,35.3,428,2698,82.62
1975,156.8,2.55,55.8,81,2529,58.54
1976,140.4,2.74,25.0,1332,2899,109.29
1977,182.1,2.88,38.6,552,3288,84.18
1978,139.1,1.09,47.5,320,1481,51.7
1979,149.7,3.32,41.2,1196,2220,110.47
1980,184.9,4.45,32.8,1977,2232,150.6
1981,153.1,5.23,46.1,823,2087,120.83
1982,133.3,3.48,42.3,334,2479,73.63
1983,131.6,1.64,45.2,946,2063,86.31
1984,141.8,3.11,50.0,1159,1240,101.82
1985,144.6,4.73,55.7,440,1893,87.8
1986,135.1,1.63,34.7,1369,1900,105.96
1987,143.2,3.86,29.3,286,2078,69.8
1988,150.1,1.6,45.3,206,2173,54.21
1989,155.8,4.26,39.0,1746,2264,145.04
1990,145.5,0.94,54.1,232,1297,46.41
1991,167.4,4.35,44.1,1516,1201,124.97
1992,153.4,2.32,38.3,1736,3260,134.04
1993,138.1,0.66,46.1,1832,1475,113.31
1994,164.5,2.58,41.5,378,3038,72.63
1995,158.7,3.0,42.7,201,3101,70.07
1996,152.0,1.5,52.6,852,3254,93.62
1997,140.8,0.86,46.0,205,1235,43.12
1998,151.7,4.43,46.3,1432,3132,135.63
1999,161.9,2.73,46.8,144,3301,72.81
2000,129.6,5.38,52.0,891,1862,111.68
2001,125.3,3.54,37.6,802,3325,101.56
2002,127.7,0.98,37.9,678,1269,62.05
2003,135.4,2.97,41.4,1651,3491,133.19
2004,134.1,2.01,40.0,964,1326,76.87
2005,160.1,5.94,56.6,733,1841,119.52
2006,164.9,1.96,40.2,277,2049,60.22
2007,145.6,4.88,29.2,1153,1395,113.72
2008,153.9,2.77,41.3,1060,3033,102.2
2009,134.0,4.38,47.5,1001,3193,122.02
2010,134.7,4.11,42.8,198,3143,86.78
2011,153.2,1.29,43.0,99,2324,44.02
2012,133.3,0.84,48.5,1046,1352,79.5
2013,138.7,5.91,47.6,1004,1691,115.35
2014,151.1,0.76,36.4,1777,3329,120.68
2015,133.7,3.59,50.6,168,1760,63.13
2016,145.7,1.1,40.1,317,2391,51.97
2017,138.8,3.95,56.3,383,2716,94.15
2018,167.9,3.61,45.2,1492,3012,139.34
2019,118.2,3.38,51.6,729,2870,98.57
2020,146.3,2.28,59.3,419,1508,68.62
2021,141.6,5.15,49.2,819,2127,113.81
2022,175.7,3.83,45.1,895,1466,99.37
2023,147.6,2.73,46.0,695,3070,93.67
2024,152.0,0.96,35.5,1865,1706,118.55
2025,164.4,1.31,35.8,258,3008,54.12
2026,147.7,3.22,47.4,1246,2604,116.33
2027,148.4,3.41,47.6,465,2826,86.48
2028,151.7,5.07,42.3,910,2718,112.87
2029,154.6,3.17,36.6,491,1883,78.4
2030,123.2,4.42,33.6,608,1263,84.3
2031,162.7,5.91,54.1,1532,2982,159.34
2032,158.0,1.76,42.8,1933,2898,136.67
2033,148.8,2.13,47.5,1913,2196,141.97
2034,136.8,5.55,50.5,319,2515,99.21
2035,144.1,5.7,48.6,1956,2110,170.55
2036,147.4,1.08,39.0,1278,1986,93.61
2037,156.3,0.66,46.6,749,2071,67.31
2038,147.5,4.37,29.9,363,3147,91.6
2039,135.1,5.18,54.8,815,3352,122.21
2040,139.3,5.46,49.0,1740,2324,157.76
2041,148.4,3.12,51.0,273,1203,61.77
2042,141.8,0.58,45.9,274,3441,59.16
2043,169.4,4.82,44.5,1972,2599,155.83
2044,161.7,5.92,54.4,505,2684,106.44
2045,143.3,0.74,29.1,1386,2737,100.37
2046,153.8,4.27,43.0,629,2852,98.62
2047,139.8,5.57,57.6,564,1716,99.58
2048,127.5,1.42,46.7,1706,3224,129.85
2049,151.0,5.87,70.3,943,1308,124.68
2050,129.3,0.58,41.0,1598,1360,97.37
2051,142.0,1.76,39.8,1909,2012,134.32
2052,139.8,0.62,52.8,270,3130,62.08
2053,161.0,2.11,43.3,834,1475,83.38
2054,136.3,1.29,50.2,553,1733,61.68
2055,175.7,3.88,44.2,1333,3146,129.61
2056,159.2,2.44,48.1,1239,1606,98.07
2057,163.2,0.99,43.0,710,1214,67.13
2058,152.7,2.3,35.5,1979,2840,140.05
2059,149.9,3.51,43.2,257,1200,64.55
2060,167.1,3.8,47.3,1888,2748,150.35
2061,156.9,3.88,46.5,1663,2871,132.85
2062,162.4,2.12,49.4,1812,3284,137.32
2063,141.9,5.95,46.4,843,2507,125.7
2064,168.9,3.73,61.4,1920,2019,149.67
2065,172.4,2.25,37.9,1328,1495,104.98
2066,172.1,1.28,47.9,574,1652,66.16
2067,157.1,4.68,42.8,1996,2815,158.01
2068,137.8,4.66,55.8,708,1931,105.47
2069,163.1,1.36,43.2,822,1319,71.18
2070,150.9,1.12,35.2,115,2004,39.69
2071,154.7,3.55,44.8,1586,3175,128.96
2072,149.4,0.89,51.2,1843,2104,122.74
2073,150.1,3.69,42.4,1909,2714,153.14
2074,147.1,0.89,46.2,929,3122,94.94
2075,139.2,5.25,34.1,1825,2404,152.81
2076,149.3,0.51,45.4,1729,1985,108.46
2077,171.9,1.71,41.9,1005,2728,93.71
2078,156.4,4.27,46.8,244,2154,69.73
2079,169.0,1.64,61.1,1217,1573,95.6
2080,143.6,1.13,55.0,1086,1869,88.76
2081,159.8,4.62,41.0,1416,1770,125.68
2082,140.7,5.81,48.4,515,2803,108.36
2083,158.1,1.39,38.2,127,1651,36.12
2084,137.2,5.31,43.3,647,1441,90.14
2085,153.8,5.13,40.5,1990,3261,172.37
2086,104.4,1.34,53.7,1801,3291,130.88
2087,146.3,5.53,40.3,1406,3293,150.06
2088,142.3,4.18,40.4,1154,2828,116.7
2089,150.1,1.38,43.2,1915,2039,121.77
2090,141.4,2.17,44.3,1599,1257,112.42
2091,162.4,3.7,35.8,1723,2205,127.7
2092,115.9,0.53,36.7,1008,1811,78.92
2093,157.0,5.44,42.5,315,2443,95.75
2094,143.8,0.93,49.3,189,1560,49.12
2095,135.5,1.3,50.3,752,3383,86.93
2096,132.7,4.48,42.8,1988,1320,147.29
2097,124.9,1.16,49.2,1942,3197,136.55
2098,109.4,3.21,42.2,439,3431,84.63
2099,157.5,1.52,45.4,1461,2509,110.89
2100,147.8,0.62,43.1,374,1837,48.8
2101,160.4,0.69,55.6,1162,2371,91.58
2102,162.0,1.43,55.6,357,1394,58.17
2103,138.9,4.07,57.0,608,3219,103.6
2104,142.6,2.92,39.9,1864,2204,135.32
2105,144.2,4.73,40.3,498,3487,103.01
2106,118.1,1.57,31.6,1670,2360,119.31
2107,155.5,5.51,45.9,1100,2802,122.15
2108,113.1,5.83,40.6,1902,3183,170.62
2109,123.1,4.05,51.1,1941,1800,156.21
2110,130.1,4.96,31.3,631,1291,87.4
2111,144.4,2.43,46.3,257,2303,66.24
2112,125.7,1.63,48.9,823,2089,82.76
2113,149.3,1.67,53.3,283,2331,59.18
2114,162.0,4.38,34.9,431,2443,84.44
2115,135.7,1.65,28.4,208,2045,49.62
2116,146.1,5.8,53.5,808,1512,118.15
2117,135.4,3.9,50.0,469,2491,92.09
2118,155.6,4.53,44.5,164,1455,62.55
2119,158.6,0.66,57.8,1068,1898,81.46
2120,171.1,2.85,45.9,577,1677,81.12
2121,148.1,5.97,56.6,347,2025,98.45
2122,119.5,4.03,33.6,1918,1217,137.92
2123,135.6,5.88,43.5,213,1361,86.11
2124,129.8,3.08,58.2,89,1657,60.97
2125,151.2,1.1,43.3,661,1798,68.68
2126,148.9,1.54,41.3,701,2643,76.74
2127,174.1,4.99,47.9,847,2300,110.42
2128,154.3,1.48,36.9,224,2525,55.2
2129,133.1,5.32,68.6,819,2756,127.64
2130,161.5,1.52,34.3,880,2920,83.99
2131,144.3,4.9,50.8,411,1699,87.87
2132,132.8,2.41,41.1,1705,2792,128.52
2133,151.7,1.99,45.2,634,1829,73.09
2134,125.3,3.24,49.0,1514,3369,133.42
2135,164.7,5.55,48.9,1390,2264,137.97
2136,107.1,4.57,51.2,699,3352,119.5
2137,161.9,5.2,46.6,1656,2027,139.73
2138,144.3,2.41,46.2,1135,3339,114.49
2139,148.3,3.78,45.4,955,1629,100.22
2140,155.7,1.36,63.8,1570,1943,120.89
2141,139.8,2.93,44.6,1397,2942,125.57
2142,149.5,5.86,45.4,976,2857,128.83
2143,143.7,1.63,39.1,285,3346,65.4
2144,130.7,1.61,55.1,1289,1292,96.47
2145,145.0,3.9,35.4,1601,1406,126.41
2146,153.3,5.65,27.3,115,1464,69.38
2147,154.9,3.54,40.9,1006,1812,102.22
2148,161.7,2.65,31.0,130,2335,51.32
2149,145.5,4.12,45.4,1238,3080,134.54
2150,156.2,5.0,47.4,1215,1407,115.08
2151,144.0,3.6,30.4,1757,1264,126.76
2152,161.4,0.86,34.4,937,1941,75.84
2153,158.4,3.12,35.9,1392,2768,119.8
2154,137.9,0.66,51.8,759,1252,67.75
2155,136.2,3.16,36.2,340,2295,67.45
2156,157.4,2.01,47.1,948,2638,101.22
2157,156.7,5.71,43.2,161,2941,89.8
2158,149.3,2.46,36.7,1416,2995,120.37
2159,160.2,0.95,48.1,224,2375,46.16
2160,140.5,2.84,75.0,1768,1465,135.85
2161,136.8,3.13,55.8,1707,1864,134.55
2162,141.6,0.86,48.3,1419,2186,103.77
2163,162.5,0.59,33.5,274,2196,41.25
2164,130.3,5.61,49.1,255,1743,85.41
2165,133.2,5.12,58.6,697,3205,116.31
2166,123.8,1.05,49.9,154,2483,62.23
2167,113.9,4.26,43.1,541,3291,100.19
2168,157.5,3.94,51.1,1508,1368,137.1
2169,161.3,3.56,50.7,829,1860,101.82
2170,136.2,3.94,47.3,1505,2351,123.99
2171,154.9,4.5,47.3,1043,1930,111.14
2172,152.0,4.17,50.9,692,2807,99.58
2173,132.2,4.05,49.6,1645,1804,143.06
2174,112.4,5.57,45.7,511,3312,114.67
2175,125.7,4.48,29.5,432,3461,99.92
2176,148.0,0.82,36.9,948,1493,68.76
2177,159.8,3.72,43.5,1849,2275,139.24
2178,161.8,4.24,37.1,1012,2388,108.71
2179,165.0,3.0,40.4,1694,3154,137.78
2180,154.7,3.3,25.0,1774,1443,117.59
2181,156.9,2.73,38.6,860,1576,87.47
2182,152.0,2.26,27.3,469,1757,58.68
2183,142.1,3.17,52.9,1104,2773,118.07
2184,148.1,2.81,54.3,1253,2319,112.97
2185,144.0,0.83,48.1,1616,2845,116.57
2186,167.6,0.83,31.6,370,3228,55.59
2187,163.9,3.81,49.9,730,2492,96.71
2188,163.3,3.02,49.6,1221,2852,115.46
2189,139.5,3.8,28.9,446,1820,67.81
2190,146.8,2.34,42.4,446,3186,72.55
2191,154.1,1.52,32.1,755,2759,75.53
2192,160.6,0.73,32.2,202,2002,44.69
2193,146.0,1.46,44.1,1217,3061,105.16
2194,137.4,5.21,41.7,284,2532,86.19
2195,120.4,1.14,44.9,1474,2009,105.68
2196,160.5,3.31,50.0,787,1211,88.31
2197,177.1,5.11,52.1,797,2666,113.19
2198,136.0,4.24,45.8,1334,3281,134.69
2199,159.1,5.29,55.1,907,2868,119.35
2200,171.0,4.39,52.5,1815,1565,143.82
2201,163.8,3.89,43.2,1333,2639,123.68
2202,161.9,1.15,43.6,1048,1405,74.93
2203,139.3,1.8,54.2,1545,2630,121.3
2204,159.2,3.75,42.9,646,1739,90.6
2205,179.7,2.03,64.0,331,3202,74.43
2206,113.3,5.18,63.0,1656,1592,144.25
2207,132.0,0.83,65.9,1343,3264,117.36
2208,171.0,2.65,55.3,1257,1749,111.71
2209,155.6,2.55,45.7,365,3278,81.16
2210,177.8,3.9,34.7,1608,3253,138.07
2211,154.7,5.74,40.8,1309,2556,143.57
2212,124.3,3.6,45.9,1328,2369,112.13
2213,153.9,1.28,39.9,195,2447,46.49
2214,125.3,4.03,53.8,462,2405,89.85
2215,141.1,2.7,32.2,1119,2469,109.02
2216,161.2,1.46,46.1,408,1457,57.31
2217,148.9,4.61,45.0,903,2188,104.7
2218,134.7,2.29,63.0,741,3274,100.05
2219,154.4,5.84,50.1,360,1393,97.65
2220,127.1,1.66,35.3,193,3258,52.71
2221,151.5,4.17,43.0,98,1793,60.75
2222,155.6,3.92,45.7,1566,2078,134.03
2223,164.7,2.04,41.0,503,1922,66.49
2224,157.0,1.65,41.9,1217,1543,88.65
2225,158.7,4.33,60.7,534,3375,104.44
2226,141.1,1.99,47.2,1993,1533,131.96
2227,158.2,3.08,45.5,1599,3049,132.7
2228,159.7,1.87,30.3,381,1288,46.11
2229,166.8,3.48,40.4,1039,1458,96.82
2230,139.9,1.36,60.7,87,1868,46.09
2231,135.7,1.11,35.7,1808,3009,130.74
