ID_Orden,Unidades_Ordenadas,Num_Componentes_BOM,Experiencia_Operador_Anos,Nivel_Complejidad,Mantenimiento_Programado_Turno,Tiempo_Ciclo_Minutos
2807,646,18,7.9,5,0,224.62
2808,117,44,4.2,4,0,193.91
2809,347,33,13.0,3,1,183.63
2810,243,8,3.7,2,0,86.6
2811,540,21,10.6,3,0,189.01
2812,601,43,0.8,2,1,255.15
2813,897,30,9.1,2,1,269.87
2814,617,9,6.1,4,1,203.74
2815,467,14,14.0,1,0,123.2
2816,952,35,2.7,3,1,310.09
2817,182,35,11.8,1,0,126.28
2818,700,30,13.5,3,0,229.04
2819,441,28,10.4,2,0,167.25
2820,90,25,1.5,3,0,128.74
2821,333,33,4.2,3,1,193.58
2822,824,19,4.0,3,0,237.31
2823,160,10,8.8,2,0,84.88
2824,159,19,12.0,2,0,97.19
2825,302,34,4.5,5,0,207.83
2826,778,6,4.2,3,0,201.98
2827,767,32,8.3,5,0,284.04
2828,961,31,11.9,4,0,296.04
2829,683,18,4.4,2,0,194.62
2830,257,8,1.8,2,1,104.41
2831,501,36,8.9,5,0,244.56
2832,772,9,4.7,2,1,199.82
2833,980,26,14.0,3,1,274.42
2834,722,8,11.2,2,0,170.89
2835,555,41,14.0,2,0,222.07
2836,583,12,9.9,4,1,184.35
2837,643,6,2.7,4,1,190.46
2838,925,11,8.7,5,0,252.12
2839,961,12,3.4,2,1,239.68
2840,486,40,1.6,4,0,252.24
2841,764,15,8.5,2,0,189.44
2842,73,24,1.5,1,0,96.97
2843,614,35,4.8,1,1,216.58
2844,241,16,6.8,3,0,128.36
2845,732,16,9.1,1,0,183.95
2846,427,9,6.3,4,0,154.56
2847,349,10,11.0,4,0,134.2
2848,825,34,7.8,3,1,281.85
2849,614,33,14.2,4,0,230.35
2850,581,27,3.1,4,1,234.11
2851,443,8,10.9,3,0,138.34
2852,692,13,14.8,4,1,197.5
2853,736,14,8.1,2,0,192.84
2854,542,16,4.1,5,0,203.36
2855,66,44,8.0,3,0,152.07
2856,415,23,13.1,4,0,174.04
2857,979,11,3.7,2,0,241.27
2858,870,18,3.1,3,0,245.46
2859,786,20,3.5,4,0,244.52
2860,850,29,2.5,4,0,276.96
2861,456,15,14.1,2,1,143.59
2862,219,31,3.3,4,1,183.94
2863,180,14,8.3,4,0,110.81
2864,641,27,9.7,5,0,234.52
2865,516,20,9.8,1,0,150.76
2866,272,43,13.6,3,1,194.83
2867,590,28,14.1,1,0,174.87
2868,799,7,11.8,2,0,183.41
2869,267,20,1.3,1,0,118.91
2870,673,19,10.8,2,0,187.08
2871,690,20,10.1,3,0,207.38
2872,101,14,11.1,3,0,93.38
2873,134,43,3.3,1,1,155.19
2874,538,9,2.1,3,0,166.46
2875,685,22,6.8,4,1,235.75
2876,975,21,14.7,2,0,249.85
2877,904,13,3.9,2,0,227.77
2878,975,25,6.0,3,0,281.72
2879,996,44,3.7,3,0,321.98
2880,144,7,4.4,1,0,62.24
2881,455,36,5.0,2,0,204.21
2882,674,11,10.6,1,0,165.43
2883,494,31,12.4,1,1,184.6
2884,781,35,0.9,1,0,248.41
2885,987,26,3.7,4,0,305.63
2886,563,8,6.0,5,0,187.29
2887,724,16,8.5,2,0,189.46
2888,997,15,3.3,2,0,252.84
2889,763,5,8.0,1,1,181.55
2890,155,19,12.8,2,0,89.81
2891,208,5,13.1,4,0,86.34
2892,349,28,6.4,4,0,185.81
2893,219,34,9.4,1,1,141.3
2894,708,13,4.3,4,0,213.72
2895,422,38,8.2,4,0,216.66
2896,502,23,9.0,4,0,191.06
2897,819,38,8.0,2,1,271.13
2898,218,13,14.1,5,0,125.66
2899,108,16,3.6,2,1,97.79
2900,763,35,14.2,5,0,275.91
2901,769,38,12.6,2,0,250.2
2902,419,15,9.4,1,1,137.94
2903,69,5,7.2,1,0,40.97
2904,418,43,2.2,4,0,239.22
2905,969,9,14.7,3,1,223.61
2906,501,25,14.9,1,0,148.65
2907,94,27,12.3,4,0,126.31
2908,62,39,10.4,2,0,121.54
2909,352,35,7.2,2,0,173.47
2910,909,15,7.8,1,0,221.32
2911,275,42,8.4,3,0,182.17
2912,256,26,4.1,2,0,145.2
2913,568,31,8.2,2,1,200.09
2914,358,12,5.1,1,1,115.36
2915,736,14,6.7,1,0,186.81
2916,112,27,4.6,4,0,147.0
2917,312,10,9.2,4,0,124.35
2918,536,14,14.7,5,1,191.63
2919,645,15,12.1,3,1,188.3
2920,668,12,1.8,3,1,209.54
2921,945,23,0.8,3,1,284.25
2922,646,10,7.5,3,0,170.42
2923,640,39,5.7,3,1,270.46
2924,903,23,10.6,3,1,258.99
2925,651,15,11.5,2,0,169.71
2926,904,34,6.9,2,1,285.62
2927,172,32,11.7,5,0,166.19
2928,586,39,6.0,3,0,247.68
2929,108,12,14.1,2,0,71.1
2930,872,27,0.8,2,0,265.42
2931,457,15,10.5,2,1,143.91
2932,303,37,4.7,4,0,196.83
2933,543,24,3.3,5,0,222.03
2934,801,7,12.9,2,1,196.02
2935,706,31,9.6,2,1,247.71
2936,431,31,9.9,3,0,189.78
2937,412,37,0.7,4,0,227.84
2938,180,14,3.3,5,1,145.19
2939,585,8,11.1,3,0,154.6
2940,498,10,12.7,2,0,131.32
2941,887,6,9.4,2,1,206.22
2942,331,40,7.7,3,0,192.67
2943,323,26,2.6,1,1,157.68
2944,395,32,14.5,2,0,165.3
2945,462,5,14.7,4,0,143.12
2946,435,20,4.4,3,1,174.1
2947,611,34,9.3,5,0,252.88
2948,542,8,7.1,2,0,145.55
2949,931,37,11.4,5,0,316.49
2950,139,7,0.7,3,1,92.07
2951,330,28,13.2,3,0,160.46
2952,301,11,9.5,3,0,111.51
2953,983,35,7.5,2,0,291.18
2954,349,16,12.2,2,0,118.79
2955,121,43,5.7,3,1,173.71
2956,602,44,10.6,3,0,255.2
2957,542,22,0.7,2,0,186.39
2958,547,25,1.0,3,1,218.83
2959,451,27,5.6,3,0,191.46
2960,223,13,3.0,2,0,110.88
2961,611,39,7.5,1,1,224.9
2962,665,39,14.9,2,1,244.64
2963,734,24,2.9,3,0,234.75
2964,475,38,10.8,2,0,193.7
2965,818,25,3.2,4,0,267.72
2966,670,41,12.4,2,0,240.83
2967,811,22,5.7,2,0,227.95
2968,561,12,5.9,2,0,164.91
2969,541,21,0.9,5,0,229.63
2970,871,24,8.1,4,0,269.96
2971,684,36,3.7,3,0,260.84
2972,355,36,13.9,2,0,163.5
2973,902,40,10.4,5,0,320.46
2974,282,27,7.7,4,0,162.8
2975,533,43,6.8,2,0,231.03
2976,883,28,12.2,2,0,242.35
2977,209,5,8.6,1,0,61.06
2978,475,6,1.8,4,1,167.51
2979,655,32,0.9,1,0,219.38
2980,905,16,0.8,2,1,251.99
2981,418,12,10.5,3,1,146.79
2982,964,9,12.1,1,1,208.67
2983,576,41,10.1,2,0,229.88
2984,952,42,6.2,3,1,318.92
2985,313,5,4.5,3,1,119.48
2986,260,35,3.4,3,0,168.88
2987,830,17,10.7,1,1,212.85
2988,610,5,3.4,1,0,142.31
2989,92,16,3.5,4,0,114.77
2990,947,34,7.4,4,0,302.45
2991,272,40,5.9,3,0,181.79
2992,784,25,6.0,2,0,219.53
2993,735,12,10.8,3,1,209.99
2994,611,32,13.0,3,0,216.06
2995,986,20,2.7,4,0,281.41
2996,592,11,12.6,2,0,149.33
2997,181,30,8.6,3,1,157.6
2998,323,36,13.4,4,1,183.22
2999,826,8,14.1,5,1,242.35
3000,171,17,4.1,1,1,105.51
3001,399,30,2.8,3,0,192.87
3002,446,35,5.4,2,0,200.34
3003,725,26,11.7,3,0,228.99
3004,666,10,5.2,4,0,204.44
3005,163,26,4.0,2,1,135.14
3006,274,41,3.1,3,1,205.45
3007,97,22,4.5,1,0,77.5
3008,722,7,4.4,4,0,202.34
3009,854,13,13.1,3,1,221.66
3010,843,43,10.5,3,0,278.7
3011,878,8,10.7,2,0,203.28
3012,526,24,12.3,1,0,156.95
3013,901,11,14.4,3,0,205.72
3014,929,24,14.6,4,1,272.08
3015,711,28,6.4,4,0,251.36
3016,202,43,11.8,2,0,158.17
3017,468,30,1.2,1,0,180.42
3018,747,42,13.2,4,1,282.33
3019,298,30,4.0,5,1,207.77
3020,172,18,11.9,3,1,117.92
3021,337,7,9.0,2,0,103.3
3022,770,30,13.4,4,0,254.58
3023,912,30,5.1,2,1,276.08
3024,237,5,11.5,2,1,89.74
3025,573,15,9.8,4,1,191.34
3026,85,23,10.0,4,0,119.44
3027,269,38,14.6,4,1,186.73
3028,476,37,7.8,3,1,213.69
3029,769,25,7.1,2,0,216.0
3030,557,23,3.8,3,1,205.31
3031,438,44,9.7,2,1,211.79
3032,593,31,4.3,1,0,205.76
3033,171,20,14.9,2,0,100.02
3034,211,20,13.5,2,1,110.15
3035,264,29,13.7,3,0,143.9
3036,914,32,9.5,2,0,261.53
3037,417,21,1.4,4,0,178.68
3038,949,34,7.1,1,0,267.6
3039,200,39,10.3,2,0,149.97
3040,812,17,4.4,2,0,226.86
3041,691,14,6.2,2,0,188.42
3042,777,9,8.2,2,0,186.41
3043,706,24,4.0,4,1,249.42
3044,401,23,10.6,2,0,149.6
3045,930,24,6.2,2,0,261.74
3046,352,16,13.6,4,1,153.81
3047,861,13,2.7,2,0,223.51
3048,244,8,11.9,4,1,115.98
3049,176,36,11.1,2,0,136.98
3050,556,21,1.9,3,0,200.32
3051,607,12,10.4,2,0,162.26
3052,895,36,8.2,1,1,266.01
3053,485,22,6.5,3,0,184.15
3054,274,7,14.6,3,0,98.97
3055,729,17,11.7,1,0,175.35
3056,530,17,7.3,1,0,150.55
3057,101,9,9.3,3,0,68.43
3058,438,29,4.0,4,0,205.57
3059,388,39,3.8,4,1,234.41
3060,488,6,1.8,3,0,140.97
3061,129,15,1.3,3,0,106.62
3062,235,41,3.2,4,0,202.43
3063,475,40,7.5,4,1,246.67
3064,218,31,2.8,2,1,151.65
3065,464,40,7.8,5,1,253.78
3066,157,17,7.3,2,0,95.58
3067,97,33,1.2,5,1,180.65
3068,52,43,12.8,2,1,145.0
3069,945,37,14.0,1,0,268.57
3070,561,36,12.7,3,1,232.66
3071,690,34,12.3,2,0,225.03
3072,224,26,1.8,1,1,127.36
3073,887,15,9.6,3,0,227.46
3074,861,11,14.3,2,0,206.49
3075,381,40,4.6,3,0,207.21
3076,277,21,1.4,2,0,127.22
3077,919,39,4.5,5,0,330.36
3078,74,33,2.9,3,1,156.27
3079,66,15,9.1,3,0,87.47
3080,249,23,13.7,2,0,117.96
3081,972,42,6.9,1,0,296.08
3082,664,5,11.8,2,0,152.6
3083,323,18,7.2,2,1,133.65
3084,935,42,11.0,3,1,315.86
3085,421,27,13.3,1,1,151.57
3086,702,42,3.0,3,0,271.19
3087,74,22,14.8,2,0,76.19
3088,734,5,6.3,2,0,171.88
3089,844,7,1.2,2,0,206.18
3090,813,17,14.4,2,0,203.74
3091,139,32,7.0,1,1,126.48
3092,594,8,5.6,5,1,203.15
3093,692,6,9.3,4,0,193.22
3094,352,19,4.2,5,0,168.43
3095,380,43,2.7,3,0,218.49
3096,834,17,9.1,4,0,242.03
3097,614,20,11.3,4,0,206.55
3098,419,5,10.5,4,0,131.12
3099,601,23,6.0,2,0,187.28
3100,914,22,4.5,5,0,285.18
3101,78,41,1.8,5,0,177.82
3102,514,27,13.3,2,1,187.04
3103,554,37,0.7,3,0,242.03
3104,750,5,3.7,4,0,200.58
3105,775,39,3.4,2,0,262.54
3106,189,39,7.2,3,0,178.54
3107,435,32,14.9,3,0,177.24
3108,765,37,13.2,1,1,232.62
3109,553,31,2.9,3,0,220.33
3110,910,34,10.1,2,0,263.58
3111,443,39,12.4,3,0,201.95
3112,700,21,14.8,1,0,172.61
3113,353,33,2.9,2,1,198.5
3114,725,31,11.9,2,0,221.47
3115,672,36,8.7,5,0,268.71
3116,118,9,4.6,4,0,97.12
3117,81,6,14.8,2,0,39.87
3118,839,16,4.7,5,0,258.32
3119,251,43,11.1,3,0,183.74
3120,762,23,13.4,5,0,250.89
3121,78,33,7.4,1,1,120.53
3122,676,8,13.0,5,0,193.02
3123,921,18,3.1,2,1,253.01
3124,953,40,5.9,3,1,319.17
3125,964,9,5.1,4,1,256.58
3126,383,16,14.8,2,0,119.24
3127,395,41,0.9,5,0,239.96
3128,102,42,3.2,2,0,149.63
3129,99,43,13.7,5,0,168.05
3130,454,29,14.1,3,0,182.12
3131,926,10,12.7,2,0,219.45
3132,217,37,11.7,1,1,150.85
3133,572,23,3.6,4,0,217.95
3134,368,14,7.6,2,0,124.23
3135,475,42,7.3,2,1,216.48
3136,374,19,13.9,2,1,148.34
3137,542,11,6.4,3,0,162.07
3138,340,17,1.5,4,0,160.6
3139,201,33,3.0,2,0,145.14
3140,444,7,12.5,3,1,138.15
3141,788,23,7.3,3,0,239.24
3142,962,33,1.1,3,0,308.04
3143,691,35,1.1,2,1,259.98
3144,530,19,13.1,3,1,178.46
3145,859,26,5.4,3,1,276.45
3146,966,33,1.2,2,1,297.65
3147,830,24,5.7,3,0,249.47
3148,928,31,14.7,4,0,272.17
3149,632,9,10.3,5,0,195.39
3150,545,43,12.6,3,1,241.68
3151,446,16,3.2,2,0,164.92
3152,403,27,5.2,4,0,182.74
3153,979,14,13.3,2,1,240.16
3154,212,34,8.3,3,0,151.98
3155,915,37,5.3,1,1,277.73
3156,316,8,11.6,3,1,118.72
3157,973,38,2.4,4,0,334.8
3158,357,36,1.4,5,0,218.29
3159,136,25,7.4,2,0,104.87
3160,772,21,8.9,1,1,207.61
3161,239,15,6.4,2,1,119.73
3162,475,35,3.4,4,0,223.51
3163,790,25,0.8,1,0,234.83
3164,763,39,13.0,3,0,262.71
3165,900,6,0.8,2,0,215.6
3166,444,40,14.7,3,1,211.02
3167,139,12,4.7,3,0,89.44
3168,399,15,11.0,2,1,134.75
3169,469,37,1.0,5,0,250.76
3170,51,24,10.9,3,0,93.53
3171,431,17,0.6,5,0,193.84
3172,336,35,13.3,4,0,188.64
3173,275,10,1.7,2,1,115.03
3174,759,38,6.0,5,0,290.56
3175,382,27,14.1,5,0,183.81
3176,612,17,2.2,2,0,189.76
3177,361,9,10.3,2,0,100.81
3178,540,17,9.0,3,0,171.53
3179,303,24,13.6,2,0,131.43
3180,624,20,14.0,2,1,182.76
3181,138,31,12.1,3,1,134.61
3182,174,14,11.8,4,0,119.8
3183,770,13,3.8,3,0,212.15
3184,819,44,6.7,2,1,284.36
3185,680,20,6.6,4,0,223.83
3186,182,31,7.2,1,0,119.95
3187,300,11,0.7,2,0,115.87
3188,718,28,13.5,4,0,233.04
3189,601,16,3.8,3,1,208.83
3190,781,24,4.0,4,0,260.21
3191,495,10,5.2,2,0,136.85
3192,961,8,7.8,4,0,247.62
3193,662,30,2.3,5,0,266.29
3194,266,28,4.5,2,1,161.47
3195,204,25,14.5,3,0,114.79
3196,398,28,4.9,5,0,193.54
3197,795,35,6.2,3,0,266.85
3198,666,15,7.6,4,0,220.26
3199,236,14,7.6,2,0,99.91
3200,402,15,10.8,5,0,165.72
3201,310,19,13.7,2,0,117.86
3202,694,40,2.1,3,0,270.84
3203,632,19,13.8,1,0,166.37
3204,201,34,9.2,3,0,165.21
3205,88,43,11.6,2,0,144.57
3206,951,28,1.6,2,0,279.88
3207,119,17,4.4,2,0,86.99
3208,156,8,3.9,3,0,103.55
3209,969,15,11.4,4,0,257.75
3210,86,20,11.8,2,1,94.84
3211,328,42,5.9,2,0,195.06
3212,811,38,7.1,2,0,269.81
3213,451,31,8.0,4,1,203.65
3214,183,9,10.6,4,1,104.71
3215,498,6,2.0,2,1,139.93
3216,373,23,13.5,2,1,147.12
3217,467,21,10.7,5,0,197.22
3218,552,5,1.9,3,1,169.22
3219,929,13,3.8,5,0,266.59
3220,313,38,13.2,2,1,174.49
3221,434,29,4.6,5,0,212.79
3222,87,18,1.0,2,0,94.85
3223,739,17,7.8,2,1,208.71
3224,338,31,11.1,2,1,162.38
3225,115,38,12.3,2,0,134.99
3226,930,17,2.4,3,0,258.78
3227,964,5,9.4,5,1,256.06
3228,338,25,6.7,3,1,173.18
3229,939,24,1.0,4,0,284.89
3230,491,20,2.5,2,0,178.58
3231,867,37,5.5,3,1,293.7
3232,772,22,8.4,4,0,242.84
3233,781,40,6.7,4,0,294.65
3234,397,30,5.8,2,0,171.96
3235,709,11,10.8,5,0,216.41
3236,891,21,11.0,5,0,271.93
3237,823,36,4.7,2,1,285.48
3238,923,14,5.9,3,1,252.36
3239,961,23,6.4,3,1,271.79
3240,506,17,5.2,1,1,165.05
3241,52,22,14.8,1,0,59.06
3242,152,11,9.9,2,0,77.27
3243,192,8,6.0,2,0,82.02
3244,944,11,10.9,3,0,233.84
3245,827,43,3.1,3,1,308.91
3246,504,41,7.2,1,0,210.3
3247,737,9,4.4,2,0,187.22
3248,919,25,8.0,5,1,285.13
3249,590,30,2.6,3,0,220.1
3250,199,20,6.0,3,1,131.49
3251,954,35,13.5,4,1,312.65
3252,784,36,1.4,4,0,289.84
3253,842,28,14.7,4,0,256.08
3254,386,28,14.7,2,1,165.36
3255,838,27,1.0,5,1,298.62
3256,427,34,9.2,3,1,207.53
3257,349,33,10.0,3,1,192.74
3258,359,22,7.8,2,0,143.14
3259,630,21,11.0,3,1,203.07
3260,317,28,4.8,4,0,182.77
3261,865,19,10.4,2,0,225.94
3262,832,7,13.3,4,0,213.13
3263,583,34,10.8,2,1,214.94
3264,237,24,13.7,2,1,126.0
3265,378,26,9.7,2,0,157.4
3266,500,24,3.2,2,0,177.64
3267,537,18,8.6,3,0,186.48
3268,261,44,5.2,3,1,208.39
3269,785,29,13.9,3,1,249.58
3270,875,11,0.9,4,0,245.97
3271,455,9,14.2,3,0,132.09
3272,86,43,1.6,2,1,166.61
3273,596,7,4.1,4,0,178.0
3274,707,39,3.4,2,0,263.81
3275,52,17,5.9,2,0,78.6
3276,698,10,13.3,3,1,194.97
3277,260,26,10.7,4,0,164.01
3278,62,31,13.2,2,0,108.72
3279,451,35,2.2,2,0,205.07
3280,948,41,6.4,5,1,342.33
3281,863,8,6.8,4,0,230.96
3282,687,44,10.3,2,0,256.81
3283,904,43,4.0,4,1,341.26
3284,542,41,3.5,5,0,266.11
3285,668,13,14.8,3,0,179.72
3286,277,33,9.4,3,0,167.09
3287,773,26,8.1,3,0,244.73
3288,703,16,8.3,1,0,171.34
3289,855,12,5.0,4,0,247.91
3290,774,19,14.3,1,1,193.86
3291,789,18,7.2,4,0,238.89
3292,991,19,5.3,3,0,261.81
3293,292,29,7.3,2,0,149.22
3294,936,30,12.5,1,0,252.65
3295,738,22,0.6,3,0,234.71
3296,906,17,9.0,2,0,233.96
3297,482,8,13.1,5,0,162.31
3298,442,28,14.4,3,0,179.74
3299,725,44,3.4,3,1,291.26
3300,395,27,11.9,4,0,190.32
3301,870,9,11.6,5,0,231.82
3302,796,43,2.1,3,1,298.12
3303,629,5,9.2,1,0,138.36
3304,664,12,2.7,3,0,199.74
3305,950,25,9.0,4,0,279.07
3306,634,44,3.1,4,1,288.58
3307,911,12,8.2,3,0,232.67
3308,469,43,2.1,2,1,226.23
3309,882,19,0.8,2,0,242.66
3310,449,28,9.8,2,0,172.41
3311,781,25,9.2,3,0,231.24
3312,234,28,9.3,3,0,154.03
3313,814,20,1.9,4,0,259.79
3314,883,5,7.1,1,0,185.28
3315,754,24,13.1,3,0,230.87
3316,750,35,12.8,1,1,238.6
3317,869,22,9.4,2,1,230.36
3318,828,41,5.6,3,0,290.46
3319,190,43,10.4,2,1,172.59
3320,73,42,13.9,4,0,158.43
3321,495,13,5.2,2,1,160.99
3322,343,37,2.0,3,0,203.2
3323,538,11,9.1,5,0,186.07
3324,457,31,11.3,2,0,175.38
3325,439,11,13.8,3,1,148.23
3326,440,41,9.0,1,1,200.2
3327,373,42,11.2,3,0,208.99
3328,830,18,3.7,5,0,261.46
3329,958,41,1.3,4,0,333.59
3330,987,32,0.9,2,1,298.21
3331,461,35,3.4,2,0,197.83
3332,882,37,14.6,5,1,301.49
3333,360,11,12.2,1,1,103.66
3334,902,20,9.0,4,0,264.39
3335,51,11,8.3,2,0,66.31
3336,160,22,8.6,4,0,129.74
3337,318,16,8.3,2,1,128.25
3338,188,27,2.7,4,0,154.59
3339,850,16,8.2,3,1,235.66
3340,928,14,7.9,3,0,245.29
3341,835,14,5.3,4,0,238.05
3342,665,17,6.4,1,1,185.95
3343,179,36,6.2,2,1,150.29
3344,431,43,9.4,3,0,218.42
3345,151,28,4.8,5,0,157.68
3346,952,20,12.7,5,0,276.98
3347,880,12,3.0,2,0,231.17
3348,111,12,7.1,4,0,100.22
3349,403,19,1.7,3,0,167.49
3350,220,37,2.9,2,1,178.03
3351,640,34,4.4,2,0,232.92
3352,274,39,14.3,2,1,167.16
3353,75,39,9.2,3,0,144.85
3354,158,14,2.9,1,1,95.75
3355,151,44,9.8,3,0,163.05
3356,768,24,0.6,3,0,244.59
3357,788,33,9.9,1,1,237.09
3358,107,25,3.5,4,1,143.26
3359,887,20,0.6,2,0,245.33
3360,269,25,10.2,2,0,129.81
3361,724,19,7.5,3,0,209.52
3362,336,27,5.2,2,0,156.58
3363,626,41,6.5,3,0,242.89
3364,665,13,8.3,2,1,186.55
3365,476,32,7.9,1,0,178.72
3366,225,9,13.5,2,0,87.06
3367,469,34,14.9,5,0,220.77
3368,810,8,11.6,4,1,214.1
3369,263,12,7.7,3,1,125.29
3370,101,9,2.1,4,0,95.16
3371,374,37,12.3,3,1,190.0
3372,804,23,7.3,3,1,241.39
3373,545,35,12.9,1,1,207.5
3374,148,27,13.0,2,1,121.39
3375,149,43,14.2,2,0,143.81
3376,150,30,10.5,1,0,108.97
3377,958,7,6.7,4,0,256.99
3378,616,23,12.4,3,0,196.92
3379,494,31,1.5,3,0,210.59
3380,944,36,2.7,3,1,317.98
3381,787,6,3.8,4,0,200.38
3382,231,30,10.3,4,1,172.58
3383,933,19,14.9,2,0,228.84
3384,254,34,9.1,5,0,193.03
3385,240,12,13.0,5,0,123.24
3386,581,42,9.7,4,1,263.68
3387,757,15,10.3,4,1,220.53
3388,339,16,5.4,3,0,138.14
3389,73,14,3.0,4,0,103.45
3390,446,10,5.2,3,0,140.25
3391,180,6,9.4,2,0,72.45
3392,858,24,9.4,3,0,251.83
3393,896,37,8.7,3,0,284.9
3394,381,34,13.5,2,0,168.12
3395,343,11,6.6,2,0,114.69
3396,208,40,9.5,3,0,172.59
3397,235,34,5.4,5,0,184.89
3398,267,7,14.7,2,0,78.14
3399,238,29,9.9,2,0,137.16
3400,765,13,5.8,2,0,197.48
3401,452,8,13.0,5,0,157.77
3402,816,14,13.7,4,0,219.67
3403,164,21,14.7,4,1,127.79
3404,313,35,13.5,4,0,183.89
3405,467,15,13.6,5,1,188.49
3406,321,18,7.7,2,0,124.49
3407,711,26,10.5,5,0,256.92
3408,78,12,5.3,3,1,87.86
3409,876,18,7.4,4,0,248.01
3410,277,10,12.6,1,1,89.59
3411,713,40,9.1,3,1,273.56
3412,241,25,6.7,2,0,138.28
3413,778,16,11.7,4,0,228.54
3414,111,34,3.6,1,1,134.18
3415,802,37,10.2,3,0,269.27
3416,401,29,4.2,3,0,181.81
3417,672,29,4.8,2,1,233.14
3418,677,35,0.7,2,0,242.19
3419,781,29,2.6,2,0,243.81
3420,678,19,12.1,4,0,211.45
3421,226,28,1.5,2,0,152.07
3422,672,38,3.7,4,0,266.45
3423,891,14,13.3,5,0,249.75
3424,210,10,1.9,2,0,105.63
3425,625,37,9.5,3,0,235.76
3426,267,28,11.3,5,0,169.55
3427,839,12,13.5,4,0,224.97
3428,395,12,1.0,2,0,144.97
3429,64,14,7.0,1,0,65.31
3430,267,40,6.3,3,1,193.56
3431,631,35,8.5,4,0,248.88
3432,121,12,1.4,1,0,75.21
3433,412,22,9.9,5,1,191.97
3434,712,24,5.1,4,1,258.79
3435,166,15,6.4,3,0,110.95
3436,123,30,1.9,3,0,151.97
3437,563,21,1.4,3,0,205.39
3438,803,35,6.3,5,1,302.78
3439,630,32,11.0,3,1,235.62
3440,456,16,3.5,2,0,154.75
3441,348,32,1.5,4,0,198.68
3442,61,7,2.1,2,0,56.97
3443,943,38,6.3,1,1,277.86
3444,701,9,12.7,4,1,193.84
3445,407,18,3.9,2,0,155.97
3446,770,29,12.7,4,1,248.42
3447,419,40,9.8,4,1,218.04
3448,710,41,11.6,4,0,269.1
3449,947,33,7.9,2,0,280.35
3450,267,14,2.7,2,0,121.97
3451,597,24,9.9,3,0,190.97
3452,679,15,5.3,5,0,226.9
3453,679,44,4.4,3,0,279.97
3454,266,14,8.6,1,0,98.3
3455,198,44,14.0,1,0,158.97
3456,293,22,6.1,1,0,120.89
3457,505,8,9.3,3,0,153.67
3458,562,35,6.8,4,0,240.69
3459,82,7,10.7,5,1,103.39
3460,78,8,11.6,4,0,70.34
3461,557,14,5.2,4,0,192.96
3462,107,26,12.3,4,1,136.07
3463,93,7,2.7,3,0,75.63
3464,252,5,5.2,3,1,108.84
3465,909,5,6.4,2,1,228.82
3466,392,6,1.6,4,0,135.12
3467,587,11,3.9,2,1,185.99
3468,736,43,7.5,2,0,264.58
3469,575,41,2.2,5,0,272.28
3470,875,35,0.8,3,0,297.14
3471,404,13,12.5,3,1,151.39
3472,792,26,10.4,2,0,223.6
3473,103,31,14.4,5,0,139.86
3474,217,9,9.5,3,0,97.23
3475,802,6,5.0,2,0,190.95
3476,388,14,7.7,2,1,138.69
3477,66,28,2.1,4,0,142.69
3478,888,35,9.9,3,0,270.96
3479,397,34,7.4,1,1,177.2
3480,184,30,12.7,2,1,136.83
3481,874,16,12.2,4,1,245.11
3482,581,43,9.1,2,0,235.45
3483,393,8,10.5,4,0,135.18
3484,512,40,14.5,3,1,222.61
3485,684,12,8.1,2,0,174.93
3486,523,13,7.0,3,0,169.32
3487,763,31,9.8,3,1,250.74
3488,361,25,4.8,4,0,189.42
3489,962,15,14.7,4,0,245.08
3490,900,44,3.9,5,0,334.52
3491,302,42,6.6,3,0,196.41
3492,765,20,7.6,1,0,210.66
3493,257,40,10.4,3,1,190.84
3494,432,30,11.6,2,1,170.44
3495,73,19,7.2,4,0,103.48
3496,313,32,13.1,3,1,172.29
3497,612,14,9.2,4,0,196.23
3498,325,32,13.0,1,0,157.0
3499,890,34,5.9,4,0,294.01
3500,796,22,11.9,1,1,215.88
3501,108,13,1.1,2,0,86.27
3502,423,29,8.4,4,0,208.18
3503,848,5,2.7,3,0,213.61
3504,192,31,13.5,3,0,136.87
3505,199,40,11.6,5,0,181.64
3506,772,17,8.7,4,1,229.69
3507,203,23,13.8,1,1,101.03
3508,377,28,1.7,2,0,172.63
3509,792,12,11.2,4,0,225.94
3510,754,41,3.0,2,1,283.28
3511,151,5,12.8,5,1,111.14
3512,415,40,0.8,2,0,217.14
3513,161,12,6.7,2,1,86.32
3514,740,7,10.3,5,0,208.95
3515,242,26,5.0,2,0,145.83
3516,402,40,14.8,3,0,199.95
3517,684,40,9.6,2,0,252.34
3518,519,39,4.2,2,0,219.14
3519,719,6,7.1,2,0,173.99
3520,253,22,1.4,2,0,134.19
3521,61,39,14.5,2,0,120.64
3522,747,44,4.8,2,0,268.95
3523,879,13,5.9,5,1,267.73
3524,420,30,3.6,2,0,172.71
3525,129,13,2.3,2,1,101.93
3526,754,40,12.4,3,0,259.61
3527,349,22,1.7,5,1,198.79
3528,665,28,11.8,2,0,207.87
3529,671,6,3.5,1,0,156.99
3530,520,10,1.1,5,1,198.3
3531,737,22,3.1,4,0,229.34
3532,562,17,10.0,2,0,157.37
3533,241,38,6.8,3,0,176.94
3534,776,24,11.9,3,0,223.67
3535,424,8,6.8,4,1,152.84
3536,971,8,7.9,2,0,215.17
3537,746,19,1.2,3,0,227.63
3538,629,15,11.6,3,0,191.54
