ID_Sensor,Vibracion_RMS_mm_s,Temperatura_C,Presion_PSI,Variacion_Voltaje_V,Horas_Uso_Acumuladas,Estado_Sensor
595,3.75,29.6,117.0,-4.07,545,1
596,1.89,49.9,55.1,-8.46,3726,1
597,2.18,74.3,87.9,-6.6,4116,1
598,1.33,95.9,104.2,-7.46,3975,1
599,1.97,65.3,124.0,-7.53,3437,1
600,2.95,54.1,90.2,0.37,361,1
601,3.41,62.3,62.5,-5.08,1948,1
602,1.39,85.6,112.4,-2.84,4125,1
603,3.54,55.3,87.3,9.79,2366,1
604,4.13,53.0,76.2,3.69,191,1
605,3.0,57.8,87.5,8.98,4322,1
606,4.75,50.7,96.3,-7.15,4275,1
607,1.57,66.8,87.9,-2.36,3409,1
608,1.01,89.4,55.9,1.09,1082,1
609,0.37,69.8,117.9,-8.46,3543,1
610,4.3,61.2,125.5,-9.92,2633,1
611,3.29,60.6,113.0,3.41,793,1
612,2.43,41.6,77.2,2.84,4220,1
613,2.84,78.2,96.0,-1.78,255,1
614,1.15,63.8,99.9,-0.21,3688,1
615,5.43,62.3,112.0,-1.69,1912,1
616,2.66,110.0,113.4,-9.52,4214,1
617,2.63,69.5,85.3,-3.29,1507,0
618,3.37,53.7,101.6,-6.46,1316,1
619,3.08,58.6,109.1,-8.03,1510,1
620,2.77,82.2,129.1,9.13,3597,1
621,1.55,66.7,114.1,1.99,4472,1
622,3.07,43.4,115.8,4.57,4940,0
623,4.76,78.8,101.7,-3.69,651,1
624,4.11,55.0,128.2,-2.14,3494,1
625,4.41,93.1,108.2,-5.26,1276,1
626,1.89,81.2,82.8,-8.06,4834,1
627,1.31,58.3,128.1,-6.42,4432,1
628,2.35,84.2,114.0,5.95,1097,1
629,2.57,66.0,91.1,3.55,4176,1
630,3.81,77.8,90.4,0.94,2831,1
631,0.47,72.3,105.9,-0.5,4037,1
632,4.34,52.3,109.3,8.45,4152,1
633,2.31,55.3,103.9,-8.55,472,1
634,1.99,80.4,106.2,-4.39,2348,1
635,1.29,60.0,134.0,-3.0,948,1
636,0.51,58.9,121.4,5.65,2656,1
637,3.49,50.7,103.8,9.85,2422,1
638,2.59,71.4,118.8,-5.19,603,1
639,0.95,95.9,79.3,7.49,3289,1
640,0.95,49.0,108.0,6.61,802,0
641,2.1,65.4,136.2,-5.51,3725,1
642,4.5,86.2,95.6,-2.01,414,1
643,2.19,63.8,83.0,-1.81,2476,1
644,0.7,71.8,87.0,9.56,1140,1
645,2.21,49.1,78.2,-6.38,4478,1
646,2.17,71.4,84.3,5.98,3090,1
647,0.1,62.2,92.6,-3.32,357,0
648,2.43,79.8,71.9,4.62,674,1
649,2.22,82.8,100.3,-1.6,4769,1
650,3.34,103.8,118.0,1.57,1652,1
651,4.72,73.7,81.8,6.65,4618,1
652,3.85,69.9,130.4,6.08,857,1
653,2.18,67.9,110.2,7.33,2910,1
654,1.17,59.7,120.6,-8.81,1204,0
655,5.59,70.1,86.8,3.84,4624,1
656,2.57,60.6,117.1,-7.2,3559,1
657,2.52,67.5,78.2,-1.68,4092,1
658,2.47,84.8,117.8,0.97,303,1
659,2.74,49.9,103.4,-1.95,2875,1
660,2.33,82.1,111.1,0.39,2432,1
661,1.81,84.8,76.5,9.93,2092,1
662,1.84,63.2,82.1,-7.3,2343,1
663,2.46,33.2,111.9,3.51,406,1
664,1.85,55.9,81.0,-2.08,1787,1
665,1.64,84.5,109.3,-7.34,4209,1
666,2.63,64.7,72.7,-6.83,1960,1
667,2.19,50.0,117.0,8.99,2061,1
668,4.3,57.4,75.3,7.59,822,1
669,0.1,77.6,111.0,8.14,879,1
670,3.81,73.2,112.5,9.83,628,1
671,4.0,61.4,86.1,-5.83,4993,1
672,0.1,59.5,111.6,-2.89,443,0
673,2.09,59.1,105.2,3.38,3886,1
674,2.05,51.2,89.2,-0.32,3782,0
675,0.81,89.2,79.8,-1.63,308,0
676,1.57,60.2,60.7,-2.84,4836,1
677,1.17,83.3,107.0,1.88,3506,1
678,4.6,87.8,68.7,1.51,1411,1
679,3.62,80.0,101.9,-6.77,2399,1
680,4.03,58.5,94.7,-0.57,3436,1
681,3.37,71.1,113.6,1.07,2047,1
682,1.15,64.6,94.0,1.41,1019,1
683,1.87,51.4,93.4,-5.8,2144,1
684,3.09,69.9,114.6,4.85,518,1
685,1.03,47.3,106.7,-9.5,1849,0
686,3.36,82.8,106.3,-2.9,2942,1
687,2.21,58.0,109.4,5.6,1199,1
688,2.05,68.0,69.3,1.28,3492,1
689,3.35,69.2,115.1,-4.78,2872,1
690,3.03,61.1,112.2,3.9,2580,1
691,2.07,73.8,79.7,1.35,1645,1
692,3.89,57.9,95.1,5.92,1170,1
693,1.2,78.1,99.2,4.7,1950,1
694,3.24,44.8,97.3,2.2,4298,1
695,3.21,66.9,106.7,-0.24,3039,1
696,2.13,94.1,128.6,-7.34,2003,1
697,2.89,50.0,121.6,-4.77,778,1
698,1.0,54.8,73.8,-1.62,1088,0
699,3.61,72.7,112.4,1.99,2575,1
700,2.28,67.7,126.6,0.27,1707,1
701,1.87,70.3,107.7,-4.24,2969,1
702,3.76,72.3,121.8,-9.87,1602,1
703,1.65,74.5,140.2,-0.08,1889,1
704,0.81,81.6,120.5,-4.29,1525,1
705,0.63,71.1,105.0,4.69,2540,1
706,3.23,61.4,120.9,-9.52,2142,0
707,0.96,75.1,102.9,1.7,1378,0
708,4.61,93.5,100.5,8.83,2694,1
709,0.1,63.0,93.0,-6.51,4789,1
710,4.54,50.4,131.3,-0.57,2536,1
711,2.75,81.6,83.6,-8.17,3903,1
712,2.38,63.2,130.6,2.51,2305,1
713,1.85,32.4,110.0,1.01,1127,0
714,2.98,77.7,72.0,-1.85,3639,0
715,2.45,57.0,107.4,0.43,3583,1
716,3.82,63.6,58.0,7.93,2341,1
717,2.64,70.0,112.5,-6.07,2865,1
718,2.68,67.9,117.7,-9.55,1273,1
719,2.06,75.6,88.2,7.23,3330,1
720,2.43,58.5,102.5,1.54,3450,1
721,2.87,72.7,139.1,7.81,503,1
722,0.45,61.1,89.9,1.94,2825,0
723,0.88,76.1,78.8,6.2,3482,1
724,3.39,74.2,129.6,-1.41,4263,1
725,2.71,51.0,139.3,5.0,187,1
726,2.28,81.3,100.1,8.26,1258,1
727,2.52,57.0,120.2,1.44,4373,1
728,2.92,77.1,126.8,-6.38,2957,1
729,1.85,70.5,85.2,-4.62,1481,1
730,1.57,92.6,90.3,-6.03,4781,1
731,2.74,61.6,124.6,-5.06,2164,0
732,1.33,59.8,133.7,-3.87,2474,0
733,2.99,64.7,111.3,1.1,417,1
734,0.46,60.5,82.4,1.76,1602,1
735,3.73,77.0,139.7,-1.47,2142,1
736,3.07,40.8,89.4,2.31,4698,1
737,2.81,49.2,93.3,-8.37,2122,0
738,3.68,49.0,106.8,-8.24,218,0
739,4.5,79.3,131.1,-6.56,809,1
740,3.72,90.7,117.1,0.36,3657,1
741,0.29,63.4,108.3,-5.72,4240,1
742,0.96,62.5,109.3,-4.33,4509,1
743,1.75,66.1,100.9,-1.99,3350,1
744,2.53,82.4,111.2,6.24,517,1
745,3.12,51.1,49.4,-9.72,2703,1
746,1.63,68.6,94.1,2.99,3954,1
747,2.72,79.6,104.8,3.38,1201,1
748,1.59,72.5,77.0,5.97,4521,1
749,1.77,67.8,107.7,8.66,3528,1
750,0.81,80.0,95.9,-9.6,2361,1
751,1.39,24.5,135.1,-6.92,4269,1
752,0.88,75.2,131.5,7.72,3734,1
753,1.33,55.2,90.7,-0.83,608,0
754,3.76,37.5,97.0,1.29,2479,1
755,1.36,72.7,98.5,3.26,3264,1
756,5.66,85.6,91.0,3.58,787,1
757,3.09,62.9,103.9,8.63,4852,1
758,2.72,79.3,84.8,9.94,1392,1
759,1.47,89.2,77.4,4.4,4005,1
760,3.34,84.7,112.5,-4.26,3175,1
761,1.81,89.6,112.6,7.6,3309,1
762,2.65,76.1,83.9,-9.02,424,0
763,5.57,66.1,117.9,-5.38,2093,1
764,2.38,41.0,87.4,7.95,4076,0
765,3.88,61.3,105.1,-4.88,4912,1
766,1.66,52.4,116.4,-5.59,2870,1
767,2.46,97.6,99.3,-7.24,4472,1
768,4.62,62.4,109.1,7.18,2683,1
769,1.75,66.8,89.7,0.0,3657,1
770,4.67,73.3,96.1,3.5,3687,1
771,3.35,65.7,95.9,-5.22,251,0
772,1.83,90.4,85.1,5.16,1054,1
773,3.26,55.7,96.5,5.2,4454,1
774,3.67,67.9,69.0,-3.75,2471,1
775,3.25,53.9,90.2,-1.79,1291,1
776,0.62,45.2,94.3,-5.81,787,0
777,1.63,55.8,94.9,9.53,409,0
778,2.2,64.4,95.2,2.91,1602,1
779,2.41,58.6,98.8,8.69,3227,0
780,3.24,54.6,109.6,-3.93,4668,1
781,2.71,43.9,117.5,5.64,3467,1
782,0.9,63.8,87.0,5.32,3495,1
783,2.96,42.4,75.9,3.83,913,1
784,3.23,76.4,79.2,9.31,945,1
785,3.17,66.2,90.3,-2.13,1264,0
786,3.8,43.1,93.0,-7.39,4862,1
787,3.5,60.4,84.6,3.43,1867,1
788,3.05,53.7,74.1,4.59,454,1
789,2.42,69.8,90.9,1.5,1972,1
790,0.51,85.1,103.6,-5.86,2124,0
791,3.02,36.9,111.9,0.09,2917,0
792,2.75,66.7,88.9,-3.76,3932,1
793,2.83,62.6,91.7,-1.45,4375,1
794,0.97,75.1,81.5,2.9,165,0
795,1.2,68.2,99.4,4.9,4366,1
796,3.76,53.7,83.0,-5.36,4190,1
797,2.45,60.2,111.5,-1.89,2621,1
798,3.32,53.1,64.3,-4.62,2681,1
799,2.53,81.1,92.8,-6.03,1490,1
800,2.54,65.3,106.0,5.67,1230,1
801,3.63,93.5,103.7,8.19,2586,1
802,1.88,64.1,153.9,-2.6,934,1
803,2.62,54.4,107.0,5.03,326,1
804,1.95,42.3,79.9,7.94,3615,1
805,1.98,38.0,98.1,6.92,4637,0
806,2.13,41.2,64.5,-6.34,2543,1
807,2.77,69.0,98.4,9.13,827,1
808,1.93,72.6,83.3,-2.47,3786,1
809,4.01,41.3,118.3,-3.22,3722,1
810,1.43,78.4,89.0,-8.75,1136,0
811,2.28,57.8,97.7,-0.28,1932,1
812,1.97,67.2,87.3,-7.82,2840,1
813,4.24,89.2,134.8,-5.03,592,1
814,2.74,78.5,93.6,-3.66,1648,1
815,3.74,61.0,136.7,6.18,1243,1
816,0.72,51.6,116.3,7.51,4057,1
817,2.82,32.7,109.6,-3.95,3507,1
818,3.57,54.2,107.4,7.17,739,1
819,2.6,61.8,107.9,7.14,272,1
820,3.78,50.2,61.4,5.29,4454,1
821,1.88,63.0,94.4,-7.07,4059,0
822,4.19,66.2,116.9,3.81,616,1
823,5.26,61.6,99.0,8.9,622,1
824,2.06,55.2,71.9,3.65,2017,1
825,1.97,67.5,99.0,-3.37,2986,1
826,4.24,71.6,134.1,0.01,2264,1
827,4.4,48.6,124.9,2.91,2029,1
828,1.87,86.2,98.8,0.21,4045,1
829,2.0,63.5,119.0,-7.6,2309,1
830,2.16,65.3,92.7,-3.76,3883,1
831,0.89,75.6,65.9,6.05,2690,1
832,1.4,68.5,81.5,7.23,4176,0
833,1.3,79.3,131.3,-7.25,1193,1
834,1.58,69.3,94.5,9.05,3980,1
835,2.46,55.8,95.1,-3.42,2594,1
836,2.78,70.4,94.0,3.25,2679,1
837,4.36,47.8,138.1,5.04,2588,1
838,1.3,66.6,132.5,6.24,2885,1
839,3.68,64.5,144.4,8.91,2858,1
840,2.24,61.9,96.8,-3.74,1674,1
841,2.44,63.1,105.9,7.17,2473,1
842,3.31,36.8,69.7,-7.37,4090,1
843,1.15,56.8,129.5,4.1,4945,1
844,2.96,66.4,76.6,4.84,1193,1
845,2.7,67.4,104.3,3.55,1289,0
846,3.09,49.6,78.1,-4.95,2789,1
847,2.85,84.0,88.2,7.46,4195,1
848,5.45,52.0,83.3,-6.62,1975,1
849,1.73,79.5,87.8,-8.93,3506,1
850,1.86,71.4,89.2,4.35,1887,1
851,1.75,55.3,89.0,-0.49,4032,1
852,1.83,91.6,116.7,6.98,1707,1
853,1.74,47.1,77.9,-2.33,3848,0
854,3.93,78.8,104.4,-6.63,148,1
855,4.2,80.0,124.4,6.73,3961,1
856,1.82,54.9,89.7,0.98,2280,1
857,1.5,85.9,85.6,-6.22,3146,1
858,3.07,61.2,95.4,4.41,2933,1
859,1.84,69.3,123.6,0.22,1497,1
860,3.26,68.9,103.9,2.09,3926,1
861,2.74,63.0,89.4,-0.78,4674,1
862,0.68,77.2,109.7,6.57,931,1
863,4.36,76.9,78.0,6.59,2797,1
864,4.66,38.8,113.6,4.19,4877,1
865,1.76,84.6,108.2,-7.89,2835,1
866,2.03,40.1,93.8,6.78,181,0
867,2.84,80.5,83.2,3.42,186,0
868,2.9,81.9,82.3,3.94,2163,1
869,3.29,48.6,110.7,-2.74,921,1
870,4.91,58.8,124.6,7.59,262,1
871,2.29,48.4,87.3,4.51,3839,0
872,1.54,61.8,109.2,-7.75,2497,1
873,0.84,60.4,58.3,-1.84,2032,0
874,1.62,76.7,88.3,7.73,2828,1
875,2.46,84.7,99.4,-9.06,3635,1
876,4.65,85.9,81.8,9.23,3546,1
877,1.88,56.6,81.3,3.58,2890,0
878,2.77,61.9,86.6,2.63,2807,1
879,2.48,39.7,105.8,-4.59,4033,1
880,3.93,52.9,96.3,-5.02,3485,1
881,5.53,79.5,55.2,8.84,1022,1
882,1.86,89.2,57.6,-4.03,2275,1
883,1.91,46.5,87.9,5.51,1682,1
884,3.75,56.1,109.2,-2.14,664,0
885,3.32,64.6,45.0,-7.21,3358,1
886,4.72,69.2,90.0,-9.79,2697,1
887,3.2,52.9,89.5,0.89,2600,1
888,2.07,71.4,127.8,9.52,4666,1
889,3.21,57.9,92.3,-2.62,1087,1
890,3.83,64.8,107.7,-2.86,3736,1
891,3.48,73.2,102.8,-3.12,323,0
892,3.11,65.1,57.4,0.41,450,1
893,3.78,58.5,115.4,-1.19,2028,1
894,3.9,63.4,104.3,7.6,448,1
895,4.16,63.7,110.2,0.11,4377,1
896,3.28,59.4,160.0,0.16,4832,1
897,2.3,61.1,58.3,-7.23,1117,1
898,2.68,89.0,134.5,9.65,2326,1
899,3.95,73.4,94.3,-5.0,4967,1
900,1.52,60.6,105.7,-8.53,4224,1
901,2.94,75.5,99.1,3.26,2519,0
902,2.03,60.0,91.5,1.91,1993,1
903,2.53,82.6,88.6,-1.7,3140,1
904,4.03,70.5,106.6,-1.56,2168,1
905,2.73,63.4,69.7,5.7,1225,1
906,2.56,71.7,115.0,-6.09,3217,1
907,0.87,41.4,91.7,6.41,4261,1
908,3.4,48.1,77.4,2.97,4142,1
909,3.27,47.1,91.0,-1.62,4533,1
910,5.1,67.1,125.1,-0.84,2270,1
911,2.13,91.0,89.3,-4.87,546,1
912,2.76,98.5,107.2,5.04,2758,1
913,2.8,74.6,85.4,0.26,3462,1
914,4.39,72.5,115.2,-3.58,2818,1
915,2.39,38.0,113.7,1.92,3583,1
916,2.83,56.9,137.0,9.91,3044,1
917,3.23,53.2,96.5,-1.29,4476,1
918,2.72,55.7,113.4,8.41,695,0
919,1.96,62.5,102.0,-3.1,2086,1
920,2.73,57.9,125.9,-8.91,2850,1
921,3.79,35.3,85.6,-5.92,1174,1
922,1.27,76.2,114.9,-1.63,4069,1
923,2.66,48.9,96.1,-5.61,4405,1
924,1.66,68.6,98.7,-10.0,4321,1
925,3.93,96.1,101.8,8.3,4687,1
926,0.67,51.2,105.0,6.88,3680,1
927,1.83,27.0,97.7,4.85,3107,1
928,2.95,60.7,104.3,-6.64,1069,1
929,4.38,81.5,131.6,-7.59,680,1
930,2.42,94.4,119.7,-8.65,2924,1
931,1.83,46.6,117.4,4.48,4101,1
932,4.76,72.5,90.9,8.58,1311,1
933,0.76,58.0,82.2,-1.39,329,1
934,0.1,63.4,119.1,-7.62,4384,1
935,3.03,104.7,117.5,0.25,3285,1
936,1.9,42.5,129.5,-3.02,601,1
937,1.27,68.8,87.9,-2.5,2232,1
938,3.35,72.0,95.4,2.43,148,1
939,2.79,81.3,67.2,4.37,3666,1
940,1.82,66.5,92.2,-7.79,3155,0
941,0.96,69.6,119.9,-9.29,788,1
942,3.55,59.1,90.7,9.89,486,1
943,3.28,69.0,112.8,-5.35,1069,1
944,2.38,59.9,96.2,-8.92,3560,1
945,4.72,74.3,106.5,-6.2,1105,1
946,1.22,59.5,77.0,-9.22,3152,1
947,0.67,70.7,101.7,-2.16,3517,1
948,1.67,64.6,40.2,6.05,2402,0
949,2.45,81.9,96.3,-3.18,2383,1
950,2.79,64.2,67.4,-1.12,1707,1
951,2.21,38.4,124.1,3.51,4466,1
952,2.92,83.9,115.5,0.18,222,0
953,1.0,51.4,109.3,7.23,1380,0
954,4.23,55.2,130.4,7.32,3827,1
955,2.4,56.1,81.0,-9.8,358,1
956,3.84,85.6,134.9,5.56,1047,1
957,2.91,33.0,118.6,-0.79,624,0
958,3.05,110.0,95.3,9.78,987,1
959,3.18,80.8,122.7,-0.34,307,1
960,3.04,68.3,77.9,9.74,3482,1
961,3.27,64.2,83.5,5.09,2894,1
962,4.09,69.3,87.8,-5.03,248,1
963,2.74,72.8,89.4,0.77,537,1
964,3.35,74.7,78.9,9.84,2302,1
965,2.39,73.3,124.5,7.15,3849,1
966,4.23,66.3,94.8,-8.05,3261,1
967,1.69,62.0,107.1,4.13,4001,0
968,4.66,62.7,88.6,-3.09,4553,1
969,2.45,62.1,63.6,-9.86,3345,1
970,0.78,82.0,105.4,-1.93,4651,1
971,2.65,73.9,61.8,-5.3,2923,1
972,1.68,20.9,98.6,6.38,4824,1
973,3.51,74.8,72.6,-3.25,3370,1
974,1.72,67.9,139.7,6.55,585,1
975,1.96,64.7,118.2,-9.99,299,1
976,0.23,59.2,102.1,-3.84,4566,1
977,1.96,81.9,125.3,-5.18,2082,1
978,0.1,79.2,83.1,-5.33,1571,0
979,0.6,53.4,110.9,-8.64,4443,1
980,3.41,71.1,104.0,-6.26,4983,1
981,3.44,50.4,105.3,1.11,2411,1
982,3.01,44.3,125.4,-4.17,3473,1
983,1.34,55.6,114.6,-1.65,2178,0
984,2.44,77.9,105.8,-2.46,1621,1
985,2.5,79.3,66.9,7.52,704,1
986,1.11,72.7,80.8,8.11,3948,1
987,4.3,75.9,97.5,-0.14,3442,1
988,3.55,72.7,101.9,-3.4,1517,1
989,2.23,55.4,77.4,-7.86,4697,1
990,2.53,71.5,148.2,9.07,3975,1
991,2.75,77.0,130.3,-8.8,3033,1
992,0.1,76.3,112.0,-4.05,648,0
993,2.2,82.8,101.4,-4.04,938,1
994,1.68,75.6,95.8,-3.59,3915,1
995,1.3,70.3,81.0,-6.71,947,0
996,2.16,81.1,101.5,5.66,4809,1
997,4.66,64.6,105.2,-7.55,4607,1
998,3.27,51.8,75.2,2.7,4873,1
999,1.81,62.6,106.7,-7.52,4354,1
1000,3.19,53.8,96.9,-8.59,4568,1
