ID_Diagnostico,Amplitud_Ruido_dB,Frecuencia_Pico_Hz,Temperatura_Cojinete_C,Flujo_Lubricante_L_min,Corriente_Motor_Amp,Categoria_Falla
2781,40.2,2311.0,74.3,0.65,14.74,0
2782,60.0,256.0,55.3,2.25,22.59,0
2783,64.2,1201.0,58.1,4.16,9.06,0
2784,88.7,2035.0,54.2,0.9,18.69,0
2785,42.9,283.0,58.8,1.11,15.66,0
2786,95.1,1699.0,41.7,3.89,7.47,0
2787,75.3,985.0,69.0,1.8,20.28,0
2788,70.6,2518.0,69.7,3.72,13.66,0
2789,66.4,2977.0,50.0,3.22,18.17,0
2790,68.5,2727.0,47.7,1.1,20.83,0
2791,107.9,2880.0,74.0,2.58,19.39,0
2792,66.7,2730.0,49.1,3.26,11.02,0
2793,63.4,983.0,65.6,2.95,18.13,0
2794,97.6,2830.0,57.0,1.51,19.36,0
2795,70.4,2010.0,99.6,4.25,12.57,0
2796,50.1,1912.0,38.4,1.08,10.44,0
2797,99.7,687.0,51.0,1.91,23.24,2
2798,105.7,2164.0,57.6,2.31,11.27,0
2799,56.3,740.0,66.6,4.06,6.17,0
2800,87.1,770.0,53.1,4.98,16.11,0
2801,97.1,2704.0,45.7,2.7,16.64,0
2802,79.9,611.0,33.6,2.63,11.0,0
2803,88.3,988.0,48.7,2.54,17.45,0
2804,86.4,2292.0,105.0,2.16,17.61,0
2805,87.8,2187.0,25.0,4.27,23.44,2
2806,106.4,565.0,25.0,0.87,10.68,0
2807,106.2,249.0,46.8,3.68,14.05,0
2808,73.3,1097.0,32.7,3.64,14.34,0
2809,56.7,2517.0,64.4,2.27,17.93,0
2810,84.9,1343.0,92.2,1.83,18.14,1
2811,77.8,1709.0,46.2,4.33,21.17,0
2812,57.4,2427.0,63.2,3.0,15.13,0
2813,50.9,426.0,90.2,2.35,16.61,0
2814,90.3,1178.0,73.2,2.26,12.96,0
2815,50.0,2280.0,79.2,1.63,17.38,0
2816,100.5,1010.0,61.6,1.54,10.5,0
2817,54.5,541.0,32.6,1.64,12.01,0
2818,81.6,2411.0,57.2,1.35,19.94,0
2819,106.4,1210.0,79.8,2.08,15.83,0
2820,40.7,2046.0,37.8,3.59,12.31,0
2821,100.6,2046.0,25.0,4.37,15.89,0
2822,51.7,746.0,55.1,4.7,18.36,0
2823,53.0,2947.0,83.1,1.8,14.19,0
2824,47.3,1507.0,50.4,3.71,13.09,0
2825,55.9,1216.0,43.6,3.72,13.78,0
2826,85.6,2283.0,98.3,2.08,19.85,0
2827,83.2,1769.0,25.0,2.31,12.29,0
2828,71.2,822.0,74.6,1.52,22.12,0
2829,94.9,2074.0,56.4,2.26,19.64,0
2830,108.9,2500.0,75.8,3.92,17.25,0
2831,97.7,2362.0,41.4,3.79,10.42,0
2832,49.1,353.0,64.0,2.85,11.55,0
2833,83.8,1854.0,30.5,4.76,10.13,0
2834,84.4,1274.0,69.4,4.13,9.42,0
2835,54.9,527.0,34.7,1.86,13.67,0
2836,104.9,2803.0,57.9,2.93,18.03,0
2837,73.4,2822.0,68.7,4.59,11.15,0
2838,67.5,2156.0,45.3,0.75,17.08,0
2839,63.1,1809.0,25.0,2.44,15.51,0
2840,94.4,1994.0,25.0,0.62,13.52,0
2841,55.7,1859.0,71.9,3.04,17.33,0
2842,70.8,2643.0,61.3,3.71,10.47,0
2843,79.4,1945.0,55.8,3.97,12.28,0
2844,106.0,2972.0,65.8,3.95,9.8,0
2845,60.9,445.0,49.3,3.1,13.38,0
2846,98.8,1634.0,47.8,2.41,11.66,0
2847,95.2,324.0,52.8,1.85,14.12,0
2848,87.8,1620.0,44.9,2.37,10.96,0
2849,77.1,851.0,80.0,4.47,22.39,0
2850,87.2,2264.0,43.4,3.27,15.02,0
2851,98.4,376.0,60.9,2.43,14.52,0
2852,99.2,2669.0,57.3,1.65,12.08,0
2853,41.5,1233.0,36.8,1.97,12.95,0
2854,50.4,147.0,43.5,4.39,17.54,0
2855,90.7,1808.0,55.6,1.54,12.58,0
2856,44.3,1542.0,65.8,1.11,15.34,0
2857,58.0,2377.0,48.8,0.95,18.17,0
2858,83.0,2769.0,73.2,1.71,15.29,0
2859,53.0,1385.0,65.5,3.89,10.61,0
2860,63.8,1616.0,47.5,4.85,16.19,0
2861,87.5,995.0,90.8,2.63,14.59,0
2862,108.4,1182.0,25.0,0.96,8.93,0
2863,96.5,2121.0,51.8,2.95,19.92,0
2864,89.5,2965.0,76.8,4.05,13.74,0
2865,66.9,490.0,29.3,4.1,18.26,0
2866,109.3,176.0,25.0,3.34,17.46,0
2867,108.5,432.0,51.7,3.35,9.17,0
2868,85.6,1517.0,33.9,3.46,17.71,0
2869,70.8,1638.0,37.3,1.34,19.6,0
2870,92.8,2419.0,69.9,2.73,5.0,0
2871,60.3,1206.0,35.6,1.23,18.66,0
2872,62.3,965.0,69.6,1.46,14.45,0
2873,80.4,1169.0,68.1,2.8,13.86,0
2874,92.1,590.0,78.8,3.93,11.7,0
2875,59.5,2823.0,48.9,3.65,15.26,0
2876,42.9,411.0,81.5,4.22,11.08,0
2877,96.9,2996.0,58.0,4.01,16.66,0
2878,67.5,1866.0,60.8,3.06,8.02,0
2879,64.5,946.0,48.3,4.24,19.58,0
2880,81.5,1836.0,68.7,3.22,14.4,0
2881,72.9,1865.0,72.8,0.67,11.42,0
2882,95.5,1140.0,60.6,1.9,17.35,0
2883,47.1,374.0,47.6,3.9,16.07,0
2884,106.7,417.0,47.8,2.97,10.82,0
2885,41.9,2022.0,90.3,2.96,15.24,0
2886,104.8,580.0,25.0,1.38,12.23,0
2887,84.4,2886.0,43.0,3.3,13.41,0
2888,45.6,2778.0,55.5,4.81,5.34,0
2889,42.0,2584.0,52.3,1.01,12.43,0
2890,63.5,2810.0,46.0,3.92,18.8,0
2891,107.5,2212.0,66.4,4.21,5.0,0
2892,70.4,1942.0,61.5,4.23,13.11,0
2893,102.4,2007.0,73.3,3.41,14.22,0
2894,99.4,2306.0,72.4,4.8,11.45,0
2895,106.4,2115.0,32.0,2.27,12.17,0
2896,60.2,2604.0,55.7,2.76,11.78,0
2897,53.1,2986.0,83.3,0.96,13.4,0
2898,90.6,1995.0,38.0,3.63,16.28,0
2899,71.8,2835.0,65.6,3.81,12.38,0
2900,109.2,889.0,28.4,4.35,13.52,0
2901,77.8,1224.0,50.6,4.58,21.3,0
2902,59.3,2851.0,36.9,0.89,10.8,0
2903,43.1,1951.0,74.9,1.8,12.34,0
2904,66.0,2783.0,35.2,1.2,19.47,0
2905,93.9,1462.0,39.5,3.86,14.8,0
2906,55.0,1104.0,70.6,3.27,11.69,0
2907,80.0,230.0,44.3,3.07,24.9,0
2908,50.7,420.0,94.8,3.9,13.08,0
2909,85.0,540.0,64.3,1.93,12.37,0
2910,92.7,254.0,45.5,3.8,19.75,0
2911,40.8,799.0,56.5,2.89,15.86,0
2912,92.1,2783.0,59.9,4.89,20.26,2
2913,57.2,882.0,51.4,2.65,13.32,0
2914,108.8,888.0,67.5,0.67,19.74,0
2915,59.7,1422.0,98.5,3.79,14.93,0
2916,105.3,1488.0,81.1,1.27,8.76,0
2917,69.0,1749.0,37.6,1.25,10.31,0
2918,90.0,1799.0,58.4,3.12,21.72,2
2919,62.8,1158.0,35.4,3.94,17.72,0
2920,47.2,244.0,56.3,2.56,16.86,0
2921,69.0,664.0,26.0,2.79,13.48,0
2922,49.2,2381.0,62.3,3.41,11.74,0
2923,77.5,2996.0,86.1,2.62,18.58,0
2924,101.9,735.0,25.0,4.91,16.82,0
2925,89.3,2270.0,68.1,0.58,17.84,0
2926,93.8,585.0,49.4,4.8,11.3,0
2927,95.6,533.0,53.4,3.86,18.76,0
2928,101.8,2748.0,51.1,3.99,20.48,2
2929,67.3,1555.0,66.1,0.61,14.96,0
2930,66.3,864.0,54.6,4.69,14.69,0
2931,74.7,1658.0,105.6,2.91,12.43,0
2932,107.3,2616.0,49.5,4.03,19.07,0
2933,56.7,2093.0,56.2,4.79,10.36,0
2934,63.7,2259.0,39.0,1.15,15.76,0
2935,79.7,203.0,48.7,2.08,17.55,0
2936,72.0,640.0,75.5,2.78,13.1,0
2937,82.5,2165.0,56.5,0.77,10.71,0
2938,63.9,354.0,61.8,4.39,10.62,0
2939,57.4,799.0,35.9,2.54,13.6,0
2940,65.8,469.0,71.5,0.99,11.76,0
2941,54.2,1415.0,35.9,2.59,19.03,0
2942,105.9,1277.0,47.9,2.58,20.57,2
2943,54.1,835.0,29.5,1.45,23.23,0
2944,40.6,215.0,51.9,2.26,15.41,0
2945,108.8,1187.0,54.3,4.72,26.05,2
2946,93.7,1052.0,37.3,4.19,15.86,0
2947,108.6,2057.0,63.4,0.57,20.13,2
2948,86.5,2517.0,75.9,4.31,14.9,0
2949,94.6,1111.0,38.5,2.28,7.98,0
2950,67.7,2976.0,52.2,4.36,16.91,0
2951,103.8,2961.0,25.0,3.42,7.96,0
2952,106.1,2871.0,63.4,1.03,13.34,0
2953,88.6,1694.0,35.8,2.74,14.08,0
2954,74.4,2537.0,59.9,2.88,8.25,0
2955,97.8,626.0,88.4,3.57,16.25,0
2956,43.2,1078.0,27.4,4.27,9.71,0
2957,46.5,1463.0,80.9,3.97,14.73,0
2958,53.0,1821.0,54.2,2.79,20.69,0
2959,55.0,2694.0,46.0,4.57,7.24,0
2960,82.2,2695.0,54.1,1.01,16.51,0
2961,72.8,476.0,56.1,3.31,16.18,0
2962,81.5,2178.0,69.0,1.28,15.99,0
2963,79.9,124.0,59.0,4.73,15.8,0
2964,70.1,1684.0,64.5,3.26,15.04,0
2965,77.4,2274.0,74.7,3.94,13.94,0
2966,85.1,104.0,49.2,0.92,18.33,0
2967,84.5,1690.0,44.9,1.53,18.56,0
2968,92.0,2596.0,66.7,1.42,13.32,0
2969,88.9,1599.0,35.0,4.87,10.35,0
2970,89.5,2475.0,87.7,4.74,13.3,0
2971,86.2,1584.0,47.3,2.64,20.13,2
2972,52.0,230.0,55.2,4.63,18.25,0
2973,41.8,2787.0,80.9,1.08,19.12,0
2974,85.8,2637.0,48.3,3.62,11.49,0
2975,107.1,2118.0,53.1,2.4,12.05,0
2976,70.5,1561.0,45.9,4.47,13.43,0
2977,84.9,1816.0,44.0,4.52,15.14,0
2978,62.3,640.0,25.0,4.45,17.09,0
2979,77.3,2439.0,45.7,1.06,11.3,0
2980,44.1,2566.0,66.3,3.16,5.0,0
2981,48.5,1270.0,53.8,1.75,10.87,0
2982,44.1,1325.0,36.8,3.08,13.4,0
2983,76.0,1207.0,54.8,1.76,18.6,0
2984,83.9,1674.0,61.1,2.76,16.8,0
2985,45.2,328.0,35.2,4.9,16.37,0
2986,75.9,379.0,40.7,1.16,20.43,0
2987,99.0,731.0,52.9,4.55,14.17,0
2988,103.9,1550.0,55.6,4.69,18.12,0
2989,84.7,739.0,73.0,3.78,10.46,0
2990,86.7,511.0,52.5,3.81,16.35,0
2991,92.9,1383.0,25.0,4.51,21.39,2
2992,59.7,2927.0,56.8,3.62,18.73,0
2993,50.2,2100.0,63.9,3.61,17.63,0
2994,66.1,786.0,44.0,4.16,18.02,0
2995,108.5,2508.0,52.3,3.53,10.2,0
2996,54.0,2079.0,35.7,0.98,15.18,0
2997,61.7,1783.0,34.8,2.36,11.98,0
2998,70.2,2781.0,36.8,1.46,12.71,0
2999,47.9,2941.0,46.1,2.08,18.75,0
3000,42.3,528.0,42.7,3.08,14.41,0
3001,91.2,233.0,93.5,3.27,14.97,0
3002,86.0,1725.0,54.9,0.9,18.85,0
3003,103.5,1678.0,42.0,2.27,13.61,0
3004,66.3,688.0,58.6,3.33,23.75,0
3005,86.7,1152.0,60.0,4.68,11.89,0
3006,83.5,773.0,45.5,3.76,16.83,0
3007,53.6,753.0,64.5,2.04,15.79,0
3008,73.5,1349.0,70.9,4.1,12.69,0
3009,73.3,1492.0,41.3,3.36,14.46,0
3010,92.6,680.0,33.4,3.71,17.59,0
3011,54.7,1774.0,58.4,1.84,15.92,0
3012,108.3,889.0,70.6,4.9,6.38,0
3013,78.8,1637.0,31.0,3.3,13.07,0
3014,95.3,2661.0,70.9,3.09,16.18,0
3015,69.3,914.0,38.0,2.47,17.57,0
3016,79.0,556.0,52.9,3.31,6.39,0
3017,42.2,2241.0,25.0,0.79,16.36,0
3018,81.0,2032.0,59.8,4.56,17.24,0
3019,81.8,2711.0,35.7,0.77,11.72,0
3020,68.2,2589.0,80.1,3.87,12.53,0
3021,108.5,1212.0,68.8,1.81,15.04,0
3022,49.8,355.0,86.8,4.74,18.99,0
3023,42.0,2303.0,54.4,2.24,19.99,0
3024,72.6,2872.0,25.0,1.01,17.65,0
3025,67.4,2727.0,38.5,2.53,19.15,0
3026,70.1,2914.0,51.2,0.89,7.37,0
3027,72.3,1525.0,76.2,3.01,14.1,0
3028,79.0,779.0,73.3,3.96,15.71,0
3029,73.4,1252.0,91.6,4.06,15.52,0
3030,106.0,500.0,64.0,3.31,16.11,0
3031,96.1,289.0,37.0,3.32,21.48,2
3032,69.4,575.0,59.8,4.75,16.6,0
3033,80.2,2603.0,44.5,1.27,19.48,0
3034,107.3,2725.0,58.3,4.37,18.96,0
3035,49.6,725.0,58.4,3.13,21.05,0
3036,82.5,2513.0,41.5,1.48,12.33,0
3037,47.4,295.0,57.6,3.47,21.48,0
3038,70.0,2676.0,101.6,3.95,16.6,0
3039,47.1,207.0,69.8,4.84,16.63,0
3040,99.5,2441.0,26.6,1.51,16.2,0
3041,96.0,2004.0,42.9,4.95,14.06,0
3042,57.8,461.0,86.3,3.37,17.86,0
3043,84.6,739.0,57.6,3.3,19.3,0
3044,65.5,803.0,44.3,3.81,14.86,0
3045,93.2,899.0,51.4,1.8,18.3,0
3046,87.3,282.0,67.0,2.07,7.84,0
3047,50.6,804.0,55.9,1.56,17.83,0
3048,69.3,1678.0,54.3,1.18,17.04,0
3049,70.1,2794.0,45.9,0.6,17.86,0
3050,77.1,2228.0,74.2,1.65,9.86,0
3051,108.7,1468.0,45.0,3.6,15.97,0
3052,75.3,385.0,41.0,1.71,7.52,0
3053,56.0,970.0,33.0,0.63,15.55,0
3054,92.6,355.0,63.5,1.7,12.44,0
3055,70.8,1184.0,51.7,3.0,19.65,0
3056,108.2,822.0,69.0,3.34,14.37,0
3057,66.3,497.0,56.7,3.73,13.21,0
3058,72.1,1288.0,41.5,1.35,12.26,0
3059,106.0,2942.0,70.4,2.97,11.14,0
3060,96.7,896.0,58.1,1.48,16.6,0
3061,60.9,1510.0,26.0,2.88,12.07,0
3062,70.4,1659.0,42.7,3.78,13.68,0
3063,93.9,798.0,25.0,3.63,10.35,0
3064,66.1,2958.0,25.0,4.0,16.15,0
3065,76.0,2736.0,67.0,0.93,12.42,0
3066,53.4,1162.0,70.0,1.91,24.0,0
3067,74.9,203.0,41.5,4.98,10.66,0
3068,86.5,499.0,51.3,2.98,17.89,0
3069,70.9,2448.0,61.3,2.29,21.76,0
3070,96.6,2019.0,52.7,2.68,9.57,0
3071,108.0,114.0,72.7,3.58,17.62,0
3072,41.2,1453.0,73.4,3.0,16.99,0
3073,100.5,1332.0,56.7,4.83,12.21,0
3074,87.3,2230.0,80.2,4.85,23.6,2
3075,53.5,1549.0,60.7,3.28,7.93,0
3076,48.9,1664.0,36.9,4.78,15.37,0
3077,43.2,739.0,47.7,2.85,17.3,0
3078,96.2,2516.0,51.6,3.47,20.83,2
3079,108.1,2209.0,86.3,3.72,16.35,0
3080,73.2,276.0,48.5,4.33,13.54,0
3081,44.9,640.0,63.0,4.79,18.59,0
3082,52.7,2742.0,62.2,2.22,17.29,0
3083,92.8,384.0,46.9,0.6,17.0,0
3084,106.1,656.0,56.3,4.14,10.05,0
3085,109.2,2615.0,58.6,3.37,11.13,0
3086,66.2,1078.0,85.8,4.74,13.38,0
3087,95.1,2221.0,39.8,0.63,14.17,0
3088,56.1,1778.0,46.8,1.47,11.22,0
3089,61.9,2011.0,50.1,4.64,27.57,0
3090,51.4,1914.0,91.7,4.77,17.52,0
3091,76.7,1447.0,63.5,3.95,11.16,0
3092,48.4,2444.0,50.2,2.56,15.55,0
3093,85.4,619.0,73.2,3.09,12.72,0
3094,91.7,1224.0,76.7,4.18,13.86,0
3095,46.1,2462.0,57.0,3.92,14.91,0
3096,83.4,764.0,26.3,3.94,12.35,0
3097,56.3,1545.0,72.5,2.39,21.63,0
3098,72.5,1180.0,34.3,2.21,14.94,0
3099,45.0,2823.0,70.2,1.55,18.6,0
3100,53.4,2045.0,25.0,0.92,13.52,0
3101,43.7,2828.0,64.4,3.39,15.61,0
3102,48.9,2353.0,45.7,1.95,14.11,0
3103,80.4,151.0,25.0,0.59,14.94,0
3104,108.3,723.0,48.9,2.87,15.08,0
3105,81.7,1293.0,52.8,2.51,12.24,0
3106,83.2,1491.0,31.1,0.86,15.94,0
3107,41.6,2173.0,76.8,1.3,15.3,0
3108,84.6,1604.0,67.2,1.21,11.21,0
3109,83.7,1211.0,73.5,1.3,15.76,0
3110,100.2,1375.0,47.0,3.48,18.51,0
3111,68.5,729.0,46.6,3.51,7.98,0
3112,62.2,1484.0,25.0,4.2,17.83,0
3113,45.2,473.0,25.0,2.61,18.45,0
3114,58.1,352.0,58.8,4.73,8.45,0
3115,94.9,1282.0,64.3,3.27,14.96,0
3116,47.2,2136.0,64.2,0.88,17.28,0
3117,67.4,2050.0,51.3,3.95,19.18,0
3118,46.3,365.0,70.2,3.91,17.08,0
3119,81.3,2462.0,91.1,3.35,14.27,0
3120,65.0,957.0,65.1,2.97,15.52,0
3121,45.8,1266.0,65.4,4.23,17.17,0
3122,49.1,2595.0,79.8,1.65,18.14,0
3123,102.3,726.0,27.7,3.2,15.47,0
3124,49.9,1443.0,56.4,0.82,5.0,0
3125,77.4,195.0,38.9,1.92,11.41,0
3126,49.1,647.0,73.2,1.8,20.41,0
3127,76.4,2796.0,51.1,2.19,13.86,0
3128,85.5,2384.0,41.2,0.84,7.49,0
3129,63.1,2199.0,47.2,4.89,11.88,0
3130,47.8,799.0,42.6,4.18,17.77,0
3131,68.8,2329.0,35.8,2.57,12.82,0
3132,73.7,1907.0,74.2,4.04,12.78,0
3133,92.7,2156.0,96.6,4.33,17.12,0
3134,57.8,1085.0,47.0,4.38,10.51,0
3135,76.6,545.0,48.4,3.02,7.07,0
3136,66.7,1785.0,54.7,3.07,16.31,0
3137,98.7,714.0,60.3,4.49,11.61,0
3138,71.3,2278.0,26.3,2.42,19.86,0
3139,87.1,1037.0,74.7,2.65,14.61,0
3140,81.7,891.0,62.8,3.56,6.5,0
3141,96.6,2193.0,27.8,1.52,11.7,0
3142,104.4,1657.0,56.9,4.72,14.62,0
3143,45.0,1859.0,54.2,0.83,17.89,0
3144,103.6,2907.0,25.0,3.34,10.4,0
3145,81.8,1519.0,63.0,0.58,15.42,0
3146,70.2,1578.0,69.5,3.89,13.34,0
3147,68.9,1439.0,45.0,3.4,14.49,0
3148,106.0,2434.0,45.1,4.23,19.26,0
3149,92.2,623.0,45.8,2.77,14.41,0
3150,99.9,223.0,63.7,3.23,10.37,0
3151,65.6,428.0,44.5,1.36,16.44,0
3152,79.8,1892.0,63.1,0.91,21.58,0
3153,80.7,2636.0,33.7,3.65,6.81,0
3154,92.6,1293.0,52.2,3.19,11.68,0
3155,49.6,840.0,73.3,4.36,17.12,0
3156,105.8,2263.0,62.2,1.79,12.64,0
3157,47.2,2766.0,78.5,1.92,12.39,0
3158,57.1,1350.0,77.6,1.57,22.97,0
3159,105.2,2778.0,70.5,1.05,9.25,0
3160,60.4,2550.0,43.5,2.5,15.56,0
3161,98.1,2439.0,36.2,4.62,11.82,0
3162,86.3,1801.0,30.0,0.78,15.4,0
3163,75.6,361.0,87.4,3.1,8.21,0
3164,46.6,1460.0,78.1,0.85,15.3,0
3165,94.6,271.0,55.9,0.72,13.16,0
3166,83.1,2725.0,25.0,3.6,19.08,0
3167,41.5,912.0,59.9,3.03,24.36,0
3168,61.7,595.0,25.0,0.87,19.44,0
3169,45.5,915.0,25.0,4.29,15.12,0
3170,63.5,2966.0,46.8,4.3,11.15,0
3171,61.2,356.0,91.4,2.87,14.24,0
3172,53.2,2004.0,65.6,4.32,19.63,0
3173,44.0,1816.0,35.9,4.03,16.89,0
3174,82.5,2484.0,48.6,4.9,16.4,0
3175,45.3,823.0,66.0,4.7,9.59,0
3176,88.1,2857.0,77.4,2.43,13.5,0
3177,42.9,1059.0,66.0,1.21,21.48,0
3178,73.9,1771.0,62.8,4.92,6.92,0
3179,55.1,2260.0,51.5,4.59,11.51,0
3180,104.9,453.0,46.8,2.26,16.32,0
3181,89.1,2200.0,67.4,0.6,11.62,0
3182,82.7,377.0,37.0,2.89,16.66,0
3183,41.2,2285.0,48.4,1.48,17.44,0
3184,78.8,1402.0,60.8,4.74,13.15,0
3185,75.3,1762.0,45.2,1.48,16.28,0
3186,45.2,1865.0,34.7,3.57,13.43,0
3187,41.1,2542.0,80.1,3.19,14.49,0
3188,63.0,266.0,64.8,4.42,17.44,0
3189,50.1,199.0,33.0,0.9,11.61,0
3190,87.0,2444.0,76.2,3.66,10.76,0
3191,80.2,2139.0,53.4,1.91,19.37,0
3192,62.4,1860.0,25.4,3.01,14.68,0
3193,75.0,1823.0,41.6,4.31,10.95,0
3194,93.2,1010.0,47.9,1.76,26.06,2
3195,109.0,2742.0,78.1,3.13,10.1,0
3196,43.0,2235.0,55.6,2.57,16.95,0
3197,97.4,805.0,54.3,1.9,21.77,2
3198,67.1,600.0,50.3,4.47,10.8,0
3199,75.8,3000.0,77.4,0.88,16.41,0
3200,104.0,771.0,56.5,3.65,15.3,0
3201,65.9,2268.0,63.5,0.59,21.89,0
3202,57.1,1830.0,42.6,1.47,13.24,0
3203,62.2,883.0,69.5,4.39,13.28,0
3204,97.2,2086.0,62.1,1.35,22.07,2
3205,58.1,2759.0,49.6,2.28,13.5,0
3206,76.9,2288.0,58.5,3.66,20.33,0
3207,56.1,912.0,64.7,2.65,18.47,0
3208,70.5,509.0,59.6,4.5,20.91,0
3209,82.7,1638.0,25.0,3.19,12.73,0
3210,108.1,566.0,41.8,1.42,18.42,0
3211,93.5,1254.0,68.6,3.14,17.8,0
3212,107.5,902.0,34.1,4.28,13.76,0
3213,65.4,1666.0,43.6,0.63,21.29,0
3214,83.1,2627.0,85.3,1.56,15.45,1
3215,94.8,704.0,51.9,3.31,18.63,0
3216,63.1,430.0,25.0,2.89,17.78,0
3217,44.9,2774.0,43.7,2.16,12.78,0
3218,80.8,2011.0,25.0,3.55,17.74,0
3219,103.3,901.0,53.0,2.49,11.1,0
3220,88.5,533.0,36.0,4.58,18.21,0
3221,41.7,2219.0,25.0,1.4,16.38,0
3222,56.9,2197.0,74.3,2.67,5.0,0
3223,69.8,447.0,29.8,3.69,15.94,0
3224,85.1,1198.0,64.9,3.78,9.05,0
3225,95.5,2987.0,65.0,3.47,9.26,0
3226,76.4,1345.0,37.9,2.41,7.49,0
3227,59.0,2512.0,69.3,4.48,19.98,0
3228,109.5,1414.0,87.4,3.98,20.3,2
3229,59.3,2658.0,53.6,1.23,16.12,0
3230,105.8,2789.0,47.5,1.86,13.21,0
3231,96.7,1760.0,69.6,2.11,16.4,0
3232,98.1,327.0,29.1,4.47,14.5,0
3233,43.5,1276.0,57.2,2.66,8.62,0
3234,47.3,278.0,56.6,3.27,17.47,0
3235,75.8,977.0,69.1,1.86,13.9,0
3236,46.6,2244.0,55.1,1.62,17.52,0
3237,76.6,1334.0,25.0,3.31,21.3,0
3238,54.0,2571.0,67.4,1.2,16.01,0
3239,64.5,276.0,46.1,4.11,17.92,0
3240,108.3,2611.0,76.0,2.64,16.64,0
3241,78.0,249.0,74.0,1.68,9.78,0
3242,63.2,475.0,41.6,1.2,18.15,0
3243,90.7,685.0,91.5,3.15,17.96,0
3244,61.7,1085.0,60.3,2.99,14.56,0
3245,82.1,1702.0,53.4,4.72,13.48,0
3246,75.2,339.0,57.5,2.0,17.36,0
3247,41.2,218.0,51.7,3.01,13.94,0
3248,87.8,1297.0,65.4,2.84,16.65,0
3249,105.5,484.0,64.0,3.27,10.07,0
3250,54.9,2634.0,83.1,1.48,15.1,0
3251,40.1,1453.0,42.6,3.46,18.4,0
3252,77.4,2464.0,64.7,4.83,15.24,0
3253,60.3,1524.0,68.5,0.74,16.32,0
3254,87.4,2943.0,81.2,3.67,8.1,0
3255,46.8,1442.0,61.7,4.96,16.1,0
3256,90.2,2031.0,35.2,4.22,12.76,0
3257,54.4,2412.0,62.0,0.78,11.05,0
3258,77.7,2979.0,45.0,4.0,5.88,0
3259,109.8,705.0,66.2,2.48,14.77,0
3260,77.0,898.0,43.8,1.59,21.76,0
3261,64.3,2062.0,60.8,4.6,14.54,0
3262,98.3,1703.0,60.3,3.68,9.11,0
3263,40.3,2225.0,76.7,2.44,12.94,0
3264,76.6,1005.0,66.8,1.89,21.36,0
3265,75.8,167.0,85.7,2.2,20.51,0
3266,90.8,1825.0,53.4,3.31,13.23,0
3267,50.7,1648.0,45.9,3.67,13.92,0
3268,42.3,1742.0,53.1,0.6,11.28,0
3269,100.7,336.0,35.9,4.85,9.89,0
3270,88.4,1187.0,25.0,4.67,18.39,0
3271,92.0,2371.0,34.5,3.43,12.19,0
3272,101.5,1201.0,41.4,3.76,26.76,2
3273,83.0,578.0,65.5,4.66,9.76,0
3274,105.5,1908.0,63.3,0.98,16.86,0
3275,59.8,1249.0,63.8,3.41,18.95,0
3276,48.2,1501.0,73.9,0.97,14.04,0
3277,58.6,2970.0,28.5,4.14,11.67,0
3278,82.2,1011.0,70.4,4.83,16.18,0
3279,63.1,1638.0,26.4,1.41,17.43,0
3280,63.7,598.0,42.6,4.66,8.8,0
3281,46.1,114.0,69.7,2.16,14.19,0
3282,104.8,1628.0,65.2,3.29,13.42,0
3283,108.4,2764.0,28.1,4.2,10.93,0
3284,92.3,1083.0,52.1,0.51,12.49,0
3285,81.5,2401.0,57.8,4.58,11.11,0
3286,55.2,2150.0,75.6,0.95,12.27,0
3287,85.2,2435.0,32.7,2.85,18.21,0
3288,105.1,612.0,44.8,2.64,24.44,2
3289,53.7,128.0,33.8,2.15,14.11,0
3290,53.1,2899.0,71.0,3.23,19.82,0
3291,46.5,1284.0,74.5,0.69,11.84,0
3292,69.4,2711.0,38.5,2.56,15.64,0
3293,68.1,2823.0,45.7,1.95,11.27,0
3294,65.7,871.0,32.4,3.3,16.53,0
3295,53.9,878.0,42.7,4.94,28.98,0
3296,101.1,1545.0,80.7,0.7,15.51,0
3297,47.2,857.0,30.6,2.05,15.03,0
3298,48.3,182.0,59.5,4.66,11.43,0
3299,49.9,2066.0,82.6,1.99,22.09,0
3300,71.4,2712.0,29.2,2.83,16.77,0
3301,43.9,809.0,25.0,0.79,14.43,0
3302,59.7,2399.0,47.6,2.69,10.09,0
3303,47.0,1916.0,49.3,4.48,13.45,0
3304,81.7,1923.0,61.3,3.86,20.49,0
3305,51.3,1347.0,37.2,2.53,13.21,0
3306,89.8,2892.0,57.8,2.05,13.49,0
3307,74.9,1992.0,34.1,4.68,17.8,0
3308,45.5,1936.0,42.3,0.69,15.85,0
3309,61.1,1599.0,54.0,1.87,16.74,0
3310,65.4,1246.0,26.4,4.35,11.27,0
3311,94.5,1337.0,43.2,1.03,20.59,2
3312,69.5,1721.0,25.0,1.19,20.72,0
3313,80.0,1281.0,75.5,3.01,9.18,0
3314,76.7,835.0,56.8,3.27,18.71,0
3315,62.2,1930.0,64.5,3.59,12.0,0
3316,65.6,329.0,37.1,1.87,13.35,0
3317,104.4,2767.0,68.1,4.58,12.08,0
3318,82.2,1757.0,50.9,1.45,16.41,0
3319,104.1,2434.0,39.4,3.86,9.76,0
3320,88.5,2932.0,97.2,1.18,9.53,1
3321,95.8,1314.0,37.2,4.46,17.75,0
