ID_Monitoreo,Ocupacion_Buffer_Pct,Tiempo_Paro_Acumulado_Min,Eficiencia_OEE_Pct,Velocidad_Ensamblaje_Ppm,Alertas_SCADA_Turno,Anomalia_Cuello_Botella
2433,25.2,14.6,80.9,38.7,0,0
2434,20.3,21.5,69.8,21.8,1,0
2435,61.5,2.7,88.6,48.8,1,0
2436,18.9,10.3,61.3,31.7,1,0
2437,96.4,5.8,87.8,44.5,4,0
2438,18.5,3.3,52.7,46.0,3,0
2439,34.7,8.1,67.2,43.2,3,0
2440,36.1,17.7,93.0,52.3,2,0
2441,82.2,1.4,67.3,37.9,1,0
2442,56.6,32.1,53.0,47.4,1,0
2443,80.3,28.4,84.9,28.6,1,0
2444,16.0,12.5,53.8,37.6,5,0
2445,64.6,4.4,81.3,27.2,2,0
2446,96.3,9.0,68.1,38.1,1,0
2447,82.1,15.6,95.1,29.2,3,0
2448,85.4,10.6,65.6,40.9,2,0
2449,74.3,21.4,74.4,36.6,3,0
2450,44.7,41.0,89.3,41.5,0,0
2451,37.1,13.5,94.8,46.8,2,0
2452,45.7,36.9,93.8,49.8,2,0
2453,71.4,14.7,85.5,52.6,1,0
2454,91.2,18.3,55.2,46.0,2,0
2455,47.6,16.9,91.3,46.9,5,0
2456,65.2,44.2,51.9,47.0,1,1
2457,51.4,27.6,97.7,45.6,2,0
2458,45.0,2.1,92.5,32.9,3,0
2459,34.4,13.0,52.6,31.8,5,0
2460,30.8,10.7,78.0,49.2,3,0
2461,32.8,0.3,54.1,26.3,0,0
2462,88.8,12.6,72.1,36.1,1,0
2463,59.8,0.1,75.1,34.3,0,0
2464,82.4,2.3,89.3,38.4,1,0
2465,44.1,81.2,91.2,42.5,1,0
2466,96.4,45.6,89.4,37.8,2,0
2467,44.8,5.2,65.4,38.9,1,0
2468,58.2,0.3,55.2,39.3,0,0
2469,28.4,19.0,72.0,45.4,3,0
2470,100.0,16.1,87.9,53.6,1,0
2471,12.3,25.4,93.6,32.2,2,0
2472,46.3,6.5,74.1,33.6,1,0
2473,93.7,1.5,96.6,36.0,2,0
2474,56.0,5.9,61.3,40.4,3,0
2475,80.2,25.2,69.3,52.3,2,0
2476,98.0,5.0,53.9,26.6,0,0
2477,48.3,16.4,81.1,21.5,3,0
2478,79.9,1.9,61.0,40.1,1,0
2479,71.0,9.3,59.2,40.7,3,0
2480,17.6,4.6,60.0,29.1,1,0
2481,61.8,9.2,89.9,39.4,3,0
2482,78.4,44.5,94.5,38.8,0,0
2483,87.9,5.3,53.0,50.9,5,0
2484,48.6,52.3,64.3,42.0,3,0
2485,35.2,8.9,50.8,57.4,2,0
2486,22.2,26.1,93.9,36.9,0,0
2487,19.2,5.6,91.3,40.0,3,0
2488,88.3,11.3,61.5,46.3,1,0
2489,36.6,18.4,70.4,35.5,1,0
2490,66.6,17.8,65.8,29.6,1,0
2491,54.2,3.3,73.5,24.9,4,0
2492,48.7,62.5,75.9,38.9,1,0
2493,55.1,9.2,59.8,28.1,5,0
2494,19.8,0.5,62.0,37.3,3,0
2495,44.6,48.3,61.6,33.3,2,0
2496,77.3,63.1,81.9,35.7,1,0
2497,27.2,12.4,77.1,40.2,1,0
2498,33.9,12.9,56.4,38.9,2,0
2499,81.3,23.9,96.1,36.2,2,0
2500,96.0,3.2,70.1,38.6,1,1
2501,39.1,5.5,74.1,39.6,3,0
2502,63.7,15.5,50.1,46.8,2,0
2503,35.7,1.0,68.3,29.3,1,0
2504,88.4,53.7,81.7,34.3,2,0
2505,42.3,28.0,55.6,39.0,3,0
2506,70.6,5.6,60.6,42.4,5,0
2507,71.7,1.3,71.7,42.8,2,0
2508,99.4,0.5,92.1,44.6,0,0
2509,94.4,28.5,65.6,41.7,1,0
2510,44.6,7.1,94.0,27.3,2,0
2511,12.9,6.2,59.4,37.3,4,0
2512,31.9,2.4,58.1,48.4,3,0
2513,20.9,0.8,74.3,48.2,0,0
2514,73.2,11.6,52.0,35.0,1,0
2515,10.1,0.6,54.2,47.5,0,0
2516,10.2,59.5,92.7,44.9,1,0
2517,23.4,6.7,95.2,44.4,3,0
2518,54.5,15.3,93.4,43.6,4,0
2519,61.0,6.4,52.4,42.4,2,0
2520,72.3,16.7,96.1,49.0,3,0
2521,53.5,6.0,72.8,43.1,1,0
2522,97.9,2.8,72.1,43.6,3,0
2523,55.8,2.1,91.3,44.0,5,0
2524,51.8,3.8,93.1,33.9,2,0
2525,79.8,27.6,56.8,38.6,1,0
2526,58.7,3.7,71.4,35.0,1,0
2527,77.2,25.2,54.4,56.4,3,0
2528,93.1,12.7,68.3,41.7,0,0
2529,23.5,3.6,70.4,42.7,1,0
2530,77.3,10.1,65.8,47.4,2,0
2531,51.0,15.4,92.2,45.4,1,0
2532,66.9,0.3,75.3,47.5,4,0
2533,37.2,5.4,84.2,33.7,4,0
2534,12.6,6.5,70.9,29.8,1,0
2535,18.4,0.2,63.3,34.6,1,0
2536,97.7,20.5,70.1,39.0,5,0
2537,90.7,7.7,93.5,52.1,2,0
2538,11.3,6.1,92.2,44.2,0,0
2539,66.7,7.4,87.4,48.3,2,0
2540,54.9,8.2,82.5,37.6,3,0
2541,22.9,4.8,50.7,37.9,0,0
2542,61.0,2.7,87.6,28.8,4,0
2543,43.3,17.2,66.5,22.8,4,0
2544,28.9,12.5,51.1,52.2,1,0
2545,23.0,12.5,74.6,35.0,3,0
2546,43.3,0.1,57.1,40.5,0,0
2547,55.4,0.9,71.3,43.7,1,0
2548,12.2,19.4,58.3,45.2,2,0
2549,29.1,17.0,67.9,35.9,4,0
2550,88.5,2.9,65.4,42.3,0,0
2551,61.1,35.5,84.2,47.1,2,0
2552,86.2,46.3,94.2,33.6,1,0
2553,78.6,13.8,74.1,48.5,5,0
2554,35.7,25.6,78.7,43.1,3,0
2555,64.4,8.7,65.2,26.8,2,0
2556,95.1,49.7,88.7,47.8,1,0
2557,62.4,5.9,63.6,29.7,4,0
2558,14.8,15.3,81.2,34.3,2,0
2559,34.0,4.9,58.6,45.8,3,0
2560,67.2,22.0,74.2,37.9,1,0
2561,46.2,29.6,96.9,41.3,2,0
2562,45.2,26.0,85.6,45.1,3,0
2563,35.3,20.8,82.7,32.2,5,0
2564,36.9,1.4,52.2,41.3,2,0
2565,12.9,5.7,53.1,41.8,2,0
2566,18.0,0.0,82.4,40.2,2,0
2567,21.8,19.7,59.5,32.8,3,0
2568,91.8,23.7,91.5,25.8,3,0
2569,81.0,0.0,52.4,46.8,1,0
2570,72.7,8.8,73.1,35.6,2,0
2571,83.9,17.6,83.3,32.6,1,0
2572,22.7,10.7,87.0,38.7,3,0
2573,97.5,13.0,81.7,37.3,4,0
2574,10.5,11.1,58.2,32.0,9,0
2575,36.9,2.4,94.2,27.8,2,0
2576,36.1,9.9,55.0,25.2,1,0
2577,22.9,19.9,70.0,44.3,2,0
2578,61.1,4.2,93.6,28.8,1,0
2579,58.8,13.8,65.5,54.2,1,0
2580,16.2,3.5,88.8,26.4,3,0
2581,99.4,50.7,92.3,41.8,2,0
2582,86.5,11.8,52.5,24.7,1,0
2583,46.6,0.7,95.7,27.1,2,0
2584,23.3,11.0,51.5,45.0,3,0
2585,78.2,5.1,95.0,35.0,1,0
2586,40.4,2.7,90.4,30.5,0,0
2587,15.5,1.3,89.9,40.9,3,0
2588,84.5,14.3,53.0,45.9,2,0
2589,11.2,41.8,82.3,36.0,1,0
2590,11.4,10.0,89.3,40.8,3,0
2591,10.3,14.4,64.6,34.1,1,0
2592,35.7,51.6,80.3,35.7,2,0
2593,53.3,6.9,64.0,39.5,5,0
2594,40.7,15.0,90.3,30.5,4,0
2595,74.0,2.0,73.8,33.2,3,0
2596,48.8,6.6,93.6,33.6,1,0
2597,83.7,18.0,87.7,36.1,0,0
2598,21.0,7.9,64.8,31.4,1,0
2599,49.3,13.5,66.4,41.2,2,0
2600,90.1,10.2,62.3,32.7,1,0
2601,86.7,9.8,80.2,35.3,1,0
2602,23.5,39.5,55.8,44.9,2,0
2603,35.5,23.8,62.9,40.3,2,0
2604,58.3,2.8,55.4,50.5,4,0
2605,73.7,9.6,53.7,32.5,2,0
2606,84.6,2.3,89.0,37.6,3,0
2607,18.2,12.5,81.5,44.2,3,0
2608,51.6,11.1,94.7,54.8,0,0
2609,37.7,5.3,78.9,45.4,1,0
2610,15.7,17.1,69.0,36.7,3,0
2611,84.4,20.0,93.8,35.3,0,0
2612,20.2,2.9,82.5,27.9,0,0
2613,39.4,18.3,59.1,34.9,2,0
2614,94.8,7.7,70.7,45.8,1,0
2615,11.3,3.3,90.7,34.7,1,0
2616,76.8,24.4,74.6,31.7,2,0
2617,93.1,0.4,87.1,53.3,2,0
2618,85.4,0.6,93.8,33.4,1,0
2619,36.9,29.7,91.9,41.9,0,0
2620,29.9,6.1,53.8,23.8,3,0
2621,14.1,15.4,84.7,35.6,4,0
2622,47.1,24.9,92.0,32.7,2,0
2623,68.1,8.0,72.4,47.5,3,0
2624,76.7,48.4,88.8,39.1,2,0
2625,75.6,7.2,60.1,51.9,2,0
2626,18.3,15.5,83.6,38.4,1,0
2627,34.2,4.3,74.7,30.3,2,0
2628,45.6,57.2,78.7,41.4,2,0
2629,24.2,16.0,52.2,38.7,3,0
2630,20.6,54.3,77.9,42.1,3,0
2631,27.1,0.6,53.5,45.4,4,0
2632,56.4,76.8,60.8,28.0,3,0
2633,19.7,5.7,60.5,53.9,2,0
2634,87.9,1.8,76.6,45.2,4,0
2635,25.6,49.2,78.2,51.5,2,0
2636,32.0,2.3,92.6,39.6,0,0
2637,16.3,38.3,73.7,42.8,2,0
2638,80.7,15.8,57.2,39.6,3,0
2639,98.7,0.9,50.2,34.6,1,0
2640,29.5,14.0,68.1,48.3,0,0
2641,30.1,22.7,97.4,35.8,2,0
2642,74.9,32.4,94.3,41.7,1,0
2643,61.6,13.5,68.5,36.3,1,0
2644,73.5,1.5,64.6,43.7,2,0
2645,62.5,6.2,52.0,45.7,1,0
2646,91.1,30.3,67.4,47.3,3,0
2647,87.5,14.5,53.1,30.6,0,0
2648,54.9,18.6,61.4,37.0,2,0
2649,86.1,4.5,52.6,40.8,5,0
2650,98.8,22.1,95.6,54.5,0,0
2651,86.5,6.4,53.9,46.6,1,0
2652,72.5,3.0,68.5,19.8,3,0
2653,80.8,61.6,71.9,38.5,0,0
2654,43.9,38.7,94.7,39.7,3,0
2655,65.6,20.2,64.8,37.0,3,0
2656,65.7,18.2,70.3,42.0,2,0
2657,23.8,7.6,65.1,43.7,0,0
2658,73.1,13.3,72.8,28.1,1,0
2659,57.5,10.1,53.2,29.7,1,0
2660,92.1,15.5,87.7,39.3,1,0
2661,99.7,20.3,68.7,40.7,1,0
2662,62.2,11.2,81.4,38.9,1,0
2663,49.9,7.1,72.0,51.3,2,0
2664,98.6,26.9,55.8,49.0,2,0
2665,96.3,3.0,64.8,41.7,2,0
2666,86.8,18.9,86.5,51.2,4,0
2667,10.4,17.2,52.8,43.8,2,0
2668,55.8,1.4,51.0,32.5,4,0
2669,52.6,0.4,62.2,28.9,0,0
2670,15.5,14.3,61.1,33.1,2,0
2671,62.1,9.9,79.2,36.4,6,0
2672,79.2,7.7,78.4,34.2,2,0
2673,15.5,15.0,50.9,42.4,2,0
2674,26.6,16.2,93.4,42.1,3,0
2675,45.8,7.5,56.3,44.8,5,0
2676,82.3,35.1,63.1,35.7,2,0
2677,25.1,53.9,63.1,40.8,3,0
2678,12.5,100.3,69.2,46.0,1,0
2679,29.7,3.2,61.1,30.2,2,0
2680,81.7,0.9,66.0,32.9,1,0
2681,25.6,63.5,72.4,52.5,0,0
2682,73.7,47.9,52.7,29.8,4,1
2683,50.6,6.4,65.1,37.0,2,0
2684,55.4,9.0,81.5,51.7,2,0
2685,17.7,0.7,94.2,43.7,4,0
2686,36.8,15.7,79.8,28.2,3,0
2687,13.6,38.7,87.2,39.1,3,0
2688,55.6,3.4,93.6,57.4,2,0
2689,45.2,10.8,95.0,42.0,2,0
2690,58.6,0.3,90.7,35.2,3,0
2691,28.0,5.0,78.0,50.5,2,0
2692,85.7,14.3,83.5,49.9,3,0
2693,35.5,8.6,69.3,31.9,4,0
2694,38.6,3.1,67.3,38.7,0,0
2695,51.9,6.5,68.3,41.5,2,0
2696,53.1,4.4,82.9,35.4,2,0
2697,43.0,8.5,53.3,41.8,2,0
2698,95.3,21.0,80.9,50.1,1,0
2699,80.7,43.3,66.1,43.3,3,0
2700,77.2,34.7,81.6,28.8,2,0
2701,34.6,12.1,58.2,30.1,2,0
2702,24.2,17.8,81.2,29.8,1,0
2703,41.2,32.3,57.1,46.9,2,0
2704,52.5,12.7,60.3,37.3,2,0
2705,12.3,3.0,87.1,50.3,2,0
2706,92.5,49.7,84.9,42.0,4,0
2707,45.5,10.0,96.8,36.2,3,0
2708,56.4,8.2,85.2,37.6,2,0
2709,47.3,24.5,61.9,52.9,1,0
2710,44.6,22.4,83.6,16.9,0,0
2711,15.6,4.6,52.7,42.8,3,0
2712,83.9,12.5,87.3,44.4,1,0
2713,33.0,12.0,70.6,52.9,3,0
2714,49.9,2.7,67.2,29.3,2,0
2715,93.2,1.7,72.7,53.1,1,0
2716,52.6,9.2,76.0,43.7,6,0
2717,45.8,22.2,92.4,35.4,0,0
2718,21.0,13.6,82.3,46.6,1,0
2719,76.0,23.4,66.2,35.8,1,0
2720,10.3,56.1,90.3,25.6,3,0
2721,67.2,26.5,63.3,36.7,0,0
2722,23.0,45.4,95.6,41.5,2,0
2723,78.3,7.3,88.7,52.4,2,0
2724,64.5,6.0,56.2,26.9,3,0
2725,39.1,28.2,74.0,37.8,3,0
2726,54.0,28.5,72.9,44.9,6,0
2727,36.5,18.5,83.2,49.1,1,0
2728,41.8,25.7,91.4,44.8,2,0
2729,24.2,15.9,70.3,35.8,4,0
2730,87.6,8.8,61.0,33.8,2,0
2731,59.0,10.0,76.5,47.1,1,0
2732,77.7,12.7,87.9,32.7,2,0
2733,70.9,2.8,88.2,33.2,4,0
2734,31.6,8.8,76.0,49.6,1,0
2735,98.4,14.7,77.9,26.2,1,0
2736,98.7,9.2,84.5,30.0,2,0
2737,25.3,0.8,85.3,56.5,0,0
2738,45.2,3.3,88.4,48.4,4,0
2739,14.3,19.2,69.2,34.2,1,0
2740,96.0,0.3,50.1,48.7,0,0
2741,32.2,9.2,51.2,39.1,3,0
2742,56.6,9.9,92.3,41.0,1,0
2743,50.7,16.0,57.7,33.6,1,0
2744,56.5,16.7,78.9,47.5,2,0
2745,90.3,7.6,87.2,47.1,5,0
2746,18.3,41.4,97.9,38.5,2,0
2747,39.1,11.5,61.2,45.5,3,0
2748,88.5,6.6,56.1,31.4,0,0
2749,96.5,75.3,78.3,41.6,3,1
2750,42.7,23.7,84.8,41.8,1,0
2751,53.1,26.8,80.9,47.2,2,0
2752,15.0,9.7,68.8,38.6,2,0
2753,28.0,33.7,56.2,43.2,2,0
2754,46.2,33.6,59.6,51.0,0,0
2755,78.9,10.2,61.4,40.5,4,0
2756,18.9,11.6,72.6,45.3,2,0
2757,89.6,29.8,66.2,37.8,2,0
2758,69.6,28.6,53.1,40.8,3,0
2759,89.3,19.8,87.0,37.7,1,0
2760,30.5,8.0,79.8,41.0,2,0
2761,88.2,6.0,85.6,39.6,1,0
2762,37.6,2.9,78.2,30.6,3,0
2763,99.4,0.4,66.2,58.2,1,0
2764,23.7,25.6,81.1,33.7,2,0
2765,11.5,7.9,84.9,42.2,2,0
2766,94.8,34.9,56.7,36.6,1,0
2767,10.2,10.4,91.2,37.7,0,0
2768,29.9,6.0,67.2,37.6,2,0
2769,26.0,17.0,76.7,47.3,3,0
2770,75.3,7.1,70.4,32.4,3,0
2771,71.1,1.9,69.2,46.0,2,0
2772,24.8,71.3,58.9,37.3,2,1
2773,50.5,11.0,72.3,33.0,2,0
2774,97.6,12.2,57.0,35.9,0,0
2775,15.0,15.3,78.5,38.7,2,0
2776,87.6,31.0,90.1,39.9,3,0
2777,30.2,7.2,69.0,37.3,0,0
2778,81.5,18.8,65.2,44.3,4,0
2779,36.6,30.2,91.7,37.9,3,0
2780,26.1,36.6,92.2,42.6,1,0
2781,34.2,24.9,95.9,49.9,1,0
2782,68.2,0.6,75.3,43.3,6,0
2783,42.1,1.2,81.4,35.6,1,0
2784,46.7,7.0,97.8,41.0,4,0
2785,78.9,19.4,54.8,40.8,0,0
2786,13.3,8.0,52.9,48.8,1,0
2787,57.0,54.3,92.9,46.7,2,0
2788,45.3,10.9,78.1,30.6,1,0
2789,30.5,4.2,74.0,47.8,1,0
2790,75.0,5.5,94.7,42.4,0,0
2791,71.2,4.8,64.8,42.0,5,0
2792,95.5,24.2,66.8,38.7,1,0
2793,49.0,29.0,96.4,35.3,2,0
2794,52.2,24.7,61.9,54.7,3,0
2795,96.7,6.7,52.6,41.8,0,0
2796,98.7,39.8,54.0,34.7,3,1
2797,74.2,37.5,88.6,29.6,0,0
2798,10.8,16.0,77.1,31.4,1,0
2799,53.1,0.5,88.5,27.5,1,0
2800,31.8,8.9,73.1,43.9,4,0
2801,81.6,1.7,71.1,38.6,3,0
2802,77.2,11.2,50.3,47.1,1,0
2803,65.2,8.2,53.7,34.4,0,0
2804,87.7,8.7,92.0,40.9,0,0
2805,67.0,2.8,85.8,41.7,1,0
2806,95.8,7.4,82.4,31.7,1,0
2807,45.4,4.4,69.9,44.8,1,0
2808,14.3,11.5,81.8,40.5,3,0
2809,84.0,1.9,83.8,35.3,1,0
2810,45.1,1.0,90.6,38.2,2,0
2811,75.6,6.4,56.4,41.4,2,0
2812,76.5,23.2,58.8,38.3,4,0
2813,43.6,31.9,80.0,42.5,2,0
2814,17.3,10.0,75.9,20.1,1,0
2815,91.4,10.9,60.6,51.3,2,0
2816,69.1,35.5,54.5,49.1,3,0
2817,19.7,15.8,75.7,47.8,2,0
2818,43.7,1.3,57.4,34.4,1,0
2819,60.0,1.5,55.7,37.6,4,0
2820,40.9,2.1,85.9,36.3,3,0
2821,47.6,34.6,61.1,28.3,2,0
2822,69.3,9.1,68.7,38.2,4,0
2823,78.1,0.5,62.3,51.1,4,0
2824,65.1,0.3,73.7,54.5,2,0
2825,75.2,9.0,80.4,21.1,5,0
2826,78.6,20.1,85.5,26.2,0,0
2827,78.4,11.3,69.7,40.4,1,0
2828,27.6,13.8,53.0,29.4,0,0
2829,52.1,12.0,54.0,54.8,1,0
2830,57.4,26.9,75.7,42.7,0,0
2831,69.6,5.7,89.7,37.5,1,0
2832,42.5,52.3,74.9,60.0,1,0
2833,73.1,23.1,52.3,31.5,1,0
2834,58.6,56.4,54.7,35.6,5,1
2835,34.2,7.0,95.5,51.0,4,0
2836,58.8,0.3,82.8,30.7,0,0
2837,20.8,3.3,59.4,51.8,3,0
2838,99.4,27.2,95.5,39.7,3,0
2839,32.8,10.2,61.5,43.3,2,0
2840,58.5,16.6,83.4,41.1,2,0
2841,82.8,11.3,57.8,35.8,4,0
2842,16.3,0.8,89.3,37.8,2,0
2843,99.0,9.9,57.1,41.3,2,0
2844,42.6,38.2,77.6,34.7,4,0
2845,83.1,9.9,65.2,28.4,2,0
2846,32.7,12.1,88.9,45.7,3,0
2847,20.4,0.6,59.5,43.1,2,0
2848,52.5,41.0,94.7,36.5,1,0
2849,30.9,13.8,66.4,35.1,3,0
2850,59.6,4.5,76.4,37.8,3,0
2851,96.9,18.5,96.3,40.1,2,0
2852,66.0,9.8,94.0,37.1,3,0
2853,69.3,0.8,57.2,30.4,1,0
2854,85.3,22.2,62.1,27.2,3,0
2855,16.0,4.4,90.4,39.4,4,0
2856,22.8,1.6,64.1,39.1,0,0
2857,27.9,15.3,60.3,50.8,3,0
2858,81.5,6.6,77.6,40.2,2,0
2859,83.7,5.5,57.4,40.1,3,1
2860,79.4,0.7,62.5,24.7,4,1
2861,39.8,0.7,61.3,33.8,3,0
2862,80.1,11.0,62.5,29.8,2,0
2863,52.7,12.6,87.3,43.0,3,0
2864,19.3,5.9,95.4,36.4,5,0
2865,19.2,42.3,92.2,35.4,1,0
2866,25.8,16.8,68.2,47.8,2,0
2867,94.5,8.1,69.9,51.6,2,0
2868,14.3,37.5,87.4,22.7,2,0
2869,14.9,26.7,59.1,51.4,1,0
2870,66.6,6.3,57.4,34.8,1,0
2871,78.6,27.7,81.8,45.8,1,0
2872,29.1,11.2,73.3,40.7,0,0
2873,74.1,16.1,95.9,42.1,3,0
2874,23.1,9.0,96.1,41.8,3,0
2875,86.9,18.8,87.5,41.2,1,0
2876,22.3,45.5,57.7,49.7,1,0
2877,60.1,12.3,89.1,40.6,2,0
2878,16.6,14.9,62.8,47.7,2,0
2879,21.4,1.5,50.8,39.7,4,0
2880,17.0,3.5,62.2,47.3,1,0
2881,54.9,16.6,96.4,34.0,1,0
2882,66.6,8.1,88.2,37.3,3,0
2883,24.9,7.3,66.4,52.1,1,0
2884,53.6,13.6,65.4,15.0,3,0
2885,97.0,0.3,62.2,40.9,1,0
2886,24.2,10.7,75.8,43.7,1,0
2887,28.4,9.0,78.5,42.0,2,0
2888,73.9,7.7,71.3,34.6,1,0
2889,52.3,0.2,78.0,28.9,0,0
2890,91.4,9.7,55.0,48.6,1,0
2891,34.7,30.3,68.0,35.2,2,0
2892,92.4,17.5,81.6,36.3,3,0
2893,36.7,13.7,88.9,51.6,2,0
2894,48.4,7.6,97.5,39.6,3,0
2895,21.5,19.3,68.2,30.5,0,0
2896,68.0,25.6,71.4,38.7,3,0
2897,51.3,1.8,76.2,56.5,4,0
2898,94.4,12.1,50.2,38.8,3,1
2899,97.4,31.0,87.9,37.0,5,1
2900,42.0,25.3,97.8,46.6,3,0
2901,52.2,1.4,60.5,49.2,2,0
2902,67.7,7.6,78.1,18.3,3,0
2903,61.2,17.7,82.2,37.1,1,0
2904,27.6,24.0,83.7,44.2,4,0
2905,44.2,21.1,61.3,33.0,1,0
2906,55.7,26.8,72.4,32.8,3,0
2907,47.7,32.4,92.2,49.0,4,0
2908,64.5,2.7,65.1,57.8,0,0
2909,77.2,12.9,54.5,48.4,5,0
2910,34.1,4.0,75.4,33.1,1,0
2911,10.8,27.7,54.4,31.0,4,0
2912,35.0,6.0,57.2,46.3,3,0
2913,63.0,3.7,79.2,48.3,3,0
2914,93.3,11.9,83.8,34.3,2,0
2915,95.6,50.2,62.8,39.8,1,0
2916,30.0,12.9,58.0,27.0,2,0
2917,27.5,45.3,73.1,41.8,1,0
2918,50.8,13.9,74.9,57.3,1,0
2919,13.7,16.9,91.4,41.3,1,0
2920,77.4,34.2,80.5,37.0,1,0
2921,35.7,14.4,74.5,50.1,2,0
2922,48.0,9.3,76.1,37.4,0,0
2923,17.2,13.9,96.2,32.5,0,0
2924,33.8,8.8,52.0,41.9,3,0
2925,24.0,54.4,92.6,51.7,2,0
2926,14.9,8.6,59.6,36.8,1,0
2927,85.4,1.1,66.7,34.1,1,0
2928,71.8,7.4,91.5,43.4,1,0
2929,71.7,1.7,58.7,32.8,2,0
2930,95.4,3.6,92.5,50.5,1,0
2931,60.4,16.7,62.7,43.4,2,0
2932,76.4,24.6,55.4,41.2,3,0
2933,95.2,15.3,87.1,36.5,2,0
2934,56.9,1.1,55.9,43.5,3,0
2935,67.3,7.3,76.9,29.9,1,0
2936,19.7,2.1,78.3,51.6,1,0
2937,60.3,11.5,80.0,54.6,1,0
2938,28.7,2.0,67.9,44.9,5,0
2939,56.6,54.9,94.4,49.0,2,0
2940,90.6,8.9,78.2,41.8,1,0
2941,11.4,7.2,62.0,48.0,1,0
2942,66.3,24.5,88.7,47.8,3,0
2943,38.6,14.7,81.9,20.8,3,0
2944,47.8,13.8,71.1,52.2,2,0
2945,46.8,10.7,52.3,28.1,0,0
2946,61.7,27.6,90.9,47.9,5,0
2947,86.3,47.8,83.1,33.8,3,0
2948,77.6,12.1,74.2,28.5,0,0
2949,75.4,14.1,81.9,33.9,2,0
2950,91.6,14.0,69.0,37.7,0,0
2951,69.1,5.7,64.0,51.4,4,0
2952,34.6,33.4,87.3,29.5,2,0
2953,52.8,15.6,80.2,43.7,2,0
2954,83.7,17.9,64.7,34.0,0,0
2955,63.0,5.2,95.4,55.3,1,0
2956,10.8,23.8,66.9,46.7,1,0
2957,93.4,3.4,74.9,37.8,4,0
2958,78.8,4.7,83.7,35.0,1,0
2959,43.4,27.5,50.9,59.1,3,0
2960,70.7,32.0,97.7,47.4,3,0
2961,21.6,0.3,96.4,36.5,0,0
2962,50.0,39.6,75.5,25.2,1,0
2963,98.3,4.7,77.5,28.8,2,0
2964,80.8,15.6,73.1,33.2,2,0
2965,72.0,12.3,76.1,41.1,1,0
2966,70.1,2.5,79.5,34.6,0,0
2967,28.0,18.8,89.0,41.7,3,0
2968,51.9,21.8,81.0,41.4,3,0
2969,38.7,13.5,52.8,51.3,4,0
2970,45.3,3.0,66.7,50.7,3,0
2971,29.4,17.8,50.0,39.7,1,0
2972,65.4,15.3,89.4,33.8,2,0
2973,44.4,8.6,79.7,39.6,1,0
2974,31.6,14.2,60.1,23.7,3,0
2975,43.2,5.5,83.3,44.7,1,0
2976,91.5,0.3,92.9,41.7,0,0
2977,61.3,10.9,64.2,40.6,4,0
2978,43.1,29.8,97.9,35.6,3,0
2979,54.4,10.7,76.2,53.7,2,0
2980,41.0,17.7,52.1,35.8,2,0
2981,82.7,9.3,90.3,31.5,2,0
2982,86.9,6.5,68.2,45.1,2,0
2983,36.1,13.7,75.2,53.6,3,0
2984,37.0,3.7,51.4,42.3,0,0
2985,26.9,1.6,93.1,40.5,2,0
2986,65.0,0.4,54.3,38.7,0,0
2987,45.1,3.8,85.3,31.7,0,0
2988,85.5,17.5,89.9,24.3,3,0
2989,62.7,0.1,96.2,31.8,3,0
2990,39.8,4.7,55.1,32.1,2,0
2991,11.8,3.6,64.9,39.8,0,0
2992,74.5,5.4,69.5,40.6,0,0
2993,15.7,28.0,79.3,43.4,1,0
2994,65.6,5.3,61.0,22.0,2,0
2995,13.5,0.6,82.1,31.3,1,0
2996,62.1,5.8,76.1,39.9,4,0
2997,77.9,27.7,64.3,33.8,1,0
2998,55.9,11.7,52.4,47.8,2,0
2999,56.5,34.1,52.3,44.2,2,0
3000,35.8,4.7,69.6,51.5,3,0
3001,54.0,4.6,67.1,37.4,1,0
3002,73.1,85.4,71.4,55.6,0,0
3003,15.5,5.0,85.7,31.4,2,0
3004,33.0,33.3,94.2,45.8,4,0
3005,81.3,14.2,90.9,42.8,2,0
3006,58.8,33.8,81.8,40.4,3,0
3007,70.9,27.9,67.3,34.8,0,0
3008,85.7,19.7,61.4,46.1,2,0
3009,67.8,15.5,95.9,34.6,4,0
3010,10.6,3.5,64.0,45.6,1,0
3011,38.2,52.4,56.5,34.5,3,0
3012,96.0,10.6,50.8,34.7,1,0
3013,92.7,1.0,72.9,39.5,1,0
3014,26.3,15.3,71.4,41.6,1,0
3015,66.2,13.0,66.2,34.9,1,0
3016,87.7,30.8,96.5,26.0,0,0
3017,11.8,6.2,91.6,51.8,0,0
3018,86.7,11.3,85.5,42.2,0,0
3019,49.8,3.9,66.6,46.5,0,0
3020,96.9,4.5,79.4,53.4,2,0
3021,25.1,49.5,85.4,35.5,1,0
3022,94.4,17.8,57.2,38.2,1,0
3023,65.5,6.9,78.0,49.7,0,0
3024,17.0,7.0,68.7,54.5,2,0
3025,76.9,30.0,88.1,49.7,2,0
3026,85.2,15.0,80.3,47.2,0,0
3027,15.9,30.7,92.5,46.2,2,0
3028,95.8,11.1,53.4,38.8,1,0
3029,64.0,0.3,52.2,39.6,2,0
3030,32.6,7.9,63.1,49.8,2,0
3031,70.9,37.6,70.1,44.3,1,0
3032,47.7,18.6,50.9,31.8,0,0
3033,71.6,5.3,70.2,28.4,2,0
3034,27.5,27.9,86.6,50.9,5,0
3035,59.3,2.0,61.6,43.7,1,0
3036,16.0,22.9,72.3,36.4,0,0
